"coordinates","retweeted","source","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__id","entities__media__media_url_https","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/LD79BrpZYC","http://to.twngo.xyz/2tIk1lt","to.twngo.xyz/2tIk1lt","42.0","65.0","","","","","","","","","","","","","","","0.0","65.0","0.0","null","null","882571231626747904","null","False","0.0","8.825712316267479E17","null","False","Wed Jul 05 12:05:53 +0000 2017","null","False","[經民連訊息]【聲明】「民間審前瞻行動」就今日立法院通過前瞻基礎建設特別條例之聲明 https://t.co/LD79BrpZYC","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/M7DGjbhGpx","http://to.twngo.xyz/2tKONd4","to.twngo.xyz/2tKONd4","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","882537145277329414","null","False","0.0","8.8253714527732941E17","null","False","Wed Jul 05 09:50:26 +0000 2017","null","False","[媒觀訊息]【新聞稿】羞於啟齒的文化禁忌？就讓兒少節目來教吧！ https://t.co/M7DGjbhGpx","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gxRQNNWasn","http://to.twngo.xyz/2tonUcX","to.twngo.xyz/2tonUcX","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","882517809305178112","null","False","0.0","8.8251780930517811E17","null","False","Wed Jul 05 08:33:36 +0000 2017","null","False","[環資訊息]世界首創 立委擬管制複方食品添加物 業者批嚴辦非法才對 https://t.co/gxRQNNWasn","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/9RtP2qFwtZ","http://to.twngo.xyz/2tft24s","to.twngo.xyz/2tft24s","14.0","37.0","","","","","","","","","","","","","","","0.0","37.0","0.0","null","null","882510935390400512","null","False","0.0","8.8251093539040051E17","null","False","Wed Jul 05 08:06:17 +0000 2017","null","False","[永社]趙藤雄真的栽了嗎？ https://t.co/9RtP2qFwtZ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Aiw3cy8YT9","http://to.twngo.xyz/2tHkC6U","to.twngo.xyz/2tHkC6U","40.0","63.0","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","882479549480669185","null","False","0.0","8.8247954948066918E17","null","False","Wed Jul 05 06:01:34 +0000 2017","null","False","[綠色和平台灣]德國公民電廠主管首次來台　分享經驗　加速建立臺灣再生能源市場！ https://t.co/Aiw3cy8YT9","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/LJtN2ZRP4I","http://to.twngo.xyz/2uIn8a2","to.twngo.xyz/2uIn8a2","33.0","56.0","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","882473968762056704","null","False","0.0","8.824739687620567E17","null","False","Wed Jul 05 05:39:24 +0000 2017","null","False","[台權會訊息]【新聞稿】聯合國人權理事會特別程序正式受理李明哲案 https://t.co/LJtN2ZRP4I","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/vd1MNGqRE7","http://to.twngo.xyz/2soAVlg","to.twngo.xyz/2soAVlg","47.0","70.0","","","","","","","","","","","","","","","0.0","70.0","0.0","null","null","882465163529650176","null","False","0.0","8.8246516352965018E17","null","False","Wed Jul 05 05:04:25 +0000 2017","null","False","[公民法治教育]【法治教育 給我報報】2017年07月號 公民散步 談談講座 第三季登場囉！ https://t.co/vd1MNGqRE7","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/oCfkChpOhX","http://to.twngo.xyz/2uI70Fw","to.twngo.xyz/2uI70Fw","43.0","66.0","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","882441758264750080","null","False","0.0","8.8244175826475008E17","null","False","Wed Jul 05 03:31:24 +0000 2017","null","False","[永續生態旅遊協會]2017不丹探秘生態旅行(2017/08/14-25，共12天) https://t.co/oCfkChpOhX","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/uChBdxVB33","http://to.twngo.xyz/2sojjpz","to.twngo.xyz/2sojjpz","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","882441657370783744","null","False","0.0","8.8244165737078374E17","null","False","Wed Jul 05 03:31:00 +0000 2017","null","False","[白絲帶協會]安心過暑假 網路交友切記保護自己 https://t.co/uChBdxVB33","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/dVnViHNSti","http://to.twngo.xyz/2unyiSp","to.twngo.xyz/2unyiSp","27.0","50.0","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","882435927959904256","null","False","0.0","8.8243592795990426E17","null","False","Wed Jul 05 03:08:14 +0000 2017","null","False","[環資訊息]紙板、可分解塑膠帳篷問世 打造另類音樂祭 https://t.co/dVnViHNSti","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/AUMSPUxY3j","http://to.twngo.xyz/2tH19U3","to.twngo.xyz/2tH19U3","27.0","50.0","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","882435413251633152","null","False","0.0","8.8243541325163315E17","null","False","Wed Jul 05 03:06:12 +0000 2017","null","False","[綠色和平台灣]5 種加速 3C 產品走向死亡的設計 https://t.co/AUMSPUxY3j","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/4pxBuEzsGo","http://to.twngo.xyz/2unhH0J","to.twngo.xyz/2unhH0J","31.0","54.0","","","","","","","","","","","","","","","0.0","54.0","0.0","null","null","882430862641553408","null","False","0.0","8.8243086264155341E17","null","False","Wed Jul 05 02:48:07 +0000 2017","null","False","[環資訊息]稻都長好了 里山生活就是藝術 港口濕地藝術季開幕 https://t.co/4pxBuEzsGo","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","52.0","58.0","https://t.co/6ewQz8JqR0","http://to.twngo.xyz/2tf4fxt","to.twngo.xyz/2tf4fxt","28.0","51.0","","","","","","","","","","","","","","","0.0","64.0","0.0","null","null","882419633294364672","null","False","0.0","8.8241963329436467E17","null","False","Wed Jul 05 02:03:29 +0000 2017","null","False","[民主書院訊息]香港記協報告：逾三成主流媒體被“染紅” https://t.co/6ewQz8JqR0 #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","59.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","54.0","60.0","https://t.co/PFmhOqIiTk","http://to.twngo.xyz/2sK9BgE","to.twngo.xyz/2sK9BgE","30.0","53.0","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","882419630278619137","null","False","0.0","8.8241963027861914E17","null","False","Wed Jul 05 02:03:29 +0000 2017","null","False","[民主書院訊息]香港回歸二十周年——一國兩制成功還是失敗？ https://t.co/PFmhOqIiTk #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","61.0","66.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","53.0","59.0","https://t.co/ByUK8UisHX","http://to.twngo.xyz/2tf3Awd","to.twngo.xyz/2tf3Awd","29.0","52.0","","","","","","","","","","","","","","","0.0","65.0","0.0","null","null","882419627455807489","null","False","0.0","8.8241962745580749E17","null","False","Wed Jul 05 02:03:28 +0000 2017","null","False","[民主書院訊息]南海衝突升溫？美艦巡航西沙 中國警告驅離 https://t.co/ByUK8UisHX #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","60.0","65.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","50.0","56.0","https://t.co/QbpuX3wOXC","http://to.twngo.xyz/2sKlxPt","to.twngo.xyz/2sKlxPt","26.0","49.0","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","882419624427573252","null","False","0.0","8.8241962442757325E17","null","False","Wed Jul 05 02:03:27 +0000 2017","null","False","[民主書院訊息]7月1日起中國將全面禁止VPN應用 https://t.co/QbpuX3wOXC #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","57.0","62.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5qGO3RIpnG","http://to.twngo.xyz/2tcv31x","to.twngo.xyz/2tcv31x","33.0","56.0","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","882188341348794370","null","False","0.0","8.8218834134879437E17","null","False","Tue Jul 04 10:44:25 +0000 2017","null","False","[台權會訊息]尋找土地生根的力量：台權會地方人權工作坊（施逸翔） https://t.co/5qGO3RIpnG","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/392ne78Iwy","http://to.twngo.xyz/2sBY6gl","to.twngo.xyz/2sBY6gl","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","882169767418658816","null","False","0.0","8.8216976741865882E17","null","False","Tue Jul 04 09:30:37 +0000 2017","null","False","[白絲帶協會]全方位關懷不打烊 白絲帶陪伴親子安心過暑假 https://t.co/392ne78Iwy","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/iKNoWuPOSm","http://to.twngo.xyz/2tl1MQL","to.twngo.xyz/2tl1MQL","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","882169765237751809","null","False","0.0","8.8216976523775181E17","null","False","Tue Jul 04 09:30:36 +0000 2017","null","False","[白絲帶協會]螢幕之外 更要在真實的人際互動中找到自己 https://t.co/iKNoWuPOSm","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/6Umg0DxWr8","http://to.twngo.xyz/2tHc1Rt","to.twngo.xyz/2tHc1Rt","36.0","59.0","","","","","","","","","","","","","","","0.0","59.0","0.0","null","null","882155343853256704","null","False","0.0","8.821553438532567E17","null","False","Tue Jul 04 08:33:18 +0000 2017","null","False","[環資訊息]13萬綠電用戶如何養成  專訪綠色和平能源合作社政策溝通長 https://t.co/6Umg0DxWr8","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/2exHU2fOhV","http://to.twngo.xyz/2uEXRgM","to.twngo.xyz/2uEXRgM","17.0","40.0","","","","","","","","","","","","","","","0.0","40.0","0.0","null","null","882135917292658688","null","False","0.0","8.8213591729265869E17","null","False","Tue Jul 04 07:16:06 +0000 2017","null","False","[慈林基金會]慈林學苑建築說明會 https://t.co/2exHU2fOhV","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","LGBITaiwan","61.0","72.0","https://t.co/H7lpOZKNLy","http://to.twngo.xyz/2tGyrSO","to.twngo.xyz/2tGyrSO","37.0","60.0","","","","","","","","","","","","","","","0.0","72.0","0.0","null","null","882104035356151808","null","False","0.0","8.8210403535615181E17","null","False","Tue Jul 04 05:09:25 +0000 2017","null","False","[台灣基地]【公益勸募徵信】106年社團法人台灣基地協會捐款明細(5月) https://t.co/H7lpOZKNLy #LGBITaiwan","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","LGBITaiwan","65.0","76.0","https://t.co/YSyoHAEPfW","http://to.twngo.xyz/2uETZwp","to.twngo.xyz/2uETZwp","41.0","64.0","","","","","","","","","","","","","","","0.0","76.0","0.0","null","null","882104033032495105","null","False","0.0","8.821040330324951E17","null","False","Tue Jul 04 05:09:24 +0000 2017","null","False","[台灣基地]【公益勸募徵信】106年社團法人台灣基地協會捐款明細(01-04月) https://t.co/YSyoHAEPfW #LGBITaiwan","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","","","","","https://t.co/1kSJ9aytcb","http://to.twngo.xyz/2sGevv6","to.twngo.xyz/2sGevv6","81.0","104.0","","","","","","","","","","","","","","","0.0","104.0","1.0","null","null","882095830882070528","null","False","1.0","8.8209583088207053E17","null","False","Tue Jul 04 04:36:49 +0000 2017","null","False","本週的電子報，除了繼續推銷我們正在進行的台灣 NGO/NPO工作者數位網路使用調查外，也分享介紹了英國一個對於非營利組織部門「數位領導力」的調查結果與應用。   https://t.co/1kSJ9aytcb","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/F7h6q3m60d","http://to.twngo.xyz/2ukbjr1","to.twngo.xyz/2ukbjr1","44.0","67.0","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","882091429664890882","null","False","0.0","8.8209142966489088E17","null","False","Tue Jul 04 04:19:19 +0000 2017","null","False","[高教工會訊息]大專教師聘僱權益系列一：學校威脅「改專案」、「改兼任」，切勿順應配合！ https://t.co/F7h6q3m60d","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/PzGppg0Xzx","http://to.twngo.xyz/2tbI37s","to.twngo.xyz/2tbI37s","13.0","36.0","","","","","","","","","","","","","","","0.0","36.0","0.0","null","null","882089361587806208","null","False","0.0","8.8208936158780621E17","null","False","Tue Jul 04 04:11:06 +0000 2017","null","False","[勞陣訊息]勞動者電子報 https://t.co/PzGppg0Xzx","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/qbTpzmUfNR","http://to.twngo.xyz/2tklFXQ","to.twngo.xyz/2tklFXQ","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","882087638131511296","null","False","0.0","8.820876381315113E17","null","False","Tue Jul 04 04:04:15 +0000 2017","null","False","[同志熱線訊息]20170716【南部】嬡拉蕾-嬡咖啡 https://t.co/qbTpzmUfNR","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/9aslLJDAOm","http://to.twngo.xyz/2skXwiB","to.twngo.xyz/2skXwiB","43.0","66.0","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","882079352434954240","null","False","0.0","8.8207935243495424E17","null","False","Tue Jul 04 03:31:20 +0000 2017","null","False","[永續生態旅遊協會]台灣古蹟巡禮系列(11)~2017.07.30 苗栗客家古蹟之旅 https://t.co/9aslLJDAOm","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","51.0","57.0","https://t.co/HU8U62MPTE","http://to.twngo.xyz/2uEocf7","to.twngo.xyz/2uEocf7","27.0","50.0","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","882072291462565893","null","False","0.0","8.8207229146256589E17","null","False","Tue Jul 04 03:03:17 +0000 2017","null","False","[民主書院訊息]中國對美國向台灣出售武器感到“憤慨” https://t.co/HU8U62MPTE #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","58.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","51.0","57.0","https://t.co/lYl7zDWDiH","http://to.twngo.xyz/2tGqTiT","to.twngo.xyz/2tGqTiT","27.0","50.0","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","882072288543350784","null","False","0.0","8.8207228854335078E17","null","False","Tue Jul 04 03:03:16 +0000 2017","null","False","[民主書院訊息]劉曉波癌細胞骨轉移 病情會議片段曝光 https://t.co/lYl7zDWDiH #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","58.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/uuWhVvxoMk","http://to.twngo.xyz/2tkl1K9","to.twngo.xyz/2tkl1K9","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","882071018394791936","null","False","0.0","8.8207101839479194E17","null","False","Tue Jul 04 02:58:13 +0000 2017","null","False","[環資訊息] 樹藝師挑戰「不可為」台西、麥寮海岸林復育有成 https://t.co/uuWhVvxoMk","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/efz0PSlvFd","http://to.twngo.xyz/2sAInxX","to.twngo.xyz/2sAInxX","27.0","50.0","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","882071015886553089","null","False","0.0","8.8207101588655309E17","null","False","Tue Jul 04 02:58:12 +0000 2017","null","False","[環資訊息]亞種也該有個好名子 俗名對保育的重要性  https://t.co/efz0PSlvFd","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","49.0","55.0","https://t.co/FKGb5PdRig","http://to.twngo.xyz/2sGRCYt","to.twngo.xyz/2sGRCYt","25.0","48.0","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","882069818412847106","null","False","0.0","8.820698184128471E17","null","False","Tue Jul 04 02:53:27 +0000 2017","null","False","[民主書院訊息]在囚維族學者伊力哈木獲魏瑪人權獎 https://t.co/FKGb5PdRig #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","56.0","61.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","55.0","61.0","https://t.co/109ZT5oepS","http://to.twngo.xyz/2tbkVWz","to.twngo.xyz/2tbkVWz","31.0","54.0","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","882069816567357440","null","False","0.0","8.8206981656735744E17","null","False","Tue Jul 04 02:53:26 +0000 2017","null","False","[民主書院訊息]柯文哲「兩岸一家親」 府 : 四海之內皆兄弟 https://t.co/109ZT5oepS #China #中國人權","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","62.0","67.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5RoRCJOovP","http://to.twngo.xyz/2tFa5sP","to.twngo.xyz/2tFa5sP","37.0","60.0","","","","","","","","","","","","","","","0.0","60.0","0.0","null","null","881943743162707968","null","False","0.0","8.8194374316270797E17","null","False","Mon Jul 03 18:32:28 +0000 2017","null","False","[愛滋感染者權益]【權促電子報】第24期：有愛滋要不要告知緊急救護員!! https://t.co/5RoRCJOovP","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/H70LUZyiz8","http://to.twngo.xyz/2tjcqr0","to.twngo.xyz/2tjcqr0","33.0","56.0","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","881933514299645952","null","False","0.0","8.8193351429964595E17","null","False","Mon Jul 03 17:51:49 +0000 2017","null","False","台灣關懷中國人權聯盟 just uploaded a video https://t.co/H70LUZyiz8","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/7NLmQXjnlX","http://to.twngo.xyz/2tEPg0o","to.twngo.xyz/2tEPg0o","54.0","77.0","","","","","","","","","","","","","","","0.0","77.0","0.0","null","null","881899351756476417","null","False","0.0","8.8189935175647642E17","null","False","Mon Jul 03 15:36:05 +0000 2017","null","False","台灣同志諮詢熱線 Taiwan Tongzhi Hotline just uploaded a video https://t.co/7NLmQXjnlX","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/9Vi9y2rFLN","http://to.twngo.xyz/2syq0JP","to.twngo.xyz/2syq0JP","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","881883570083700737","null","False","0.0","8.8188357008370074E17","null","False","Mon Jul 03 14:33:22 +0000 2017","null","False","[環資訊息]前瞻條例在野黨一致要求退回委員會 柯建銘：此路不通 https://t.co/9Vi9y2rFLN","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Jk62RpYhi8","http://to.twngo.xyz/2tHX1n3","to.twngo.xyz/2tHX1n3","20.0","43.0","","","","","","","","","","","","","","","0.0","43.0","0.0","null","null","881828425811546112","null","False","0.0","8.8182842581154611E17","null","False","Mon Jul 03 10:54:14 +0000 2017","null","False","[荒野訊息]2017海洋倡議 愛海無拒 https://t.co/Jk62RpYhi8","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/jqYVZgWVBl","http://to.twngo.xyz/2tBcFQQ","to.twngo.xyz/2tBcFQQ","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","881826944785973248","null","False","0.0","8.8182694478597325E17","null","False","Mon Jul 03 10:48:21 +0000 2017","null","False","[環資訊息]海洋竹南離岸風機環差過關 擬採6.0MW大風機 https://t.co/jqYVZgWVBl","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/LHO2eQhjx5","http://to.twngo.xyz/2tI4kve","to.twngo.xyz/2tI4kve","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","881821636218978305","null","False","0.0","8.818216362189783E17","null","False","Mon Jul 03 10:27:16 +0000 2017","null","False","[荒野基金會]2017中國君子峰 - 暑期自然講解員初階訓練營 https://t.co/LHO2eQhjx5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/mTp28x4Zp4","http://to.twngo.xyz/2t8n7y1","to.twngo.xyz/2t8n7y1","27.0","50.0","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","881813717406679040","null","False","0.0","8.8181371740667904E17","null","False","Mon Jul 03 09:55:48 +0000 2017","null","False","[環資訊息]美國九歲男孩的拒用吸管運動 迪士尼也折服 https://t.co/mTp28x4Zp4","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/QDnhJw1rgg","http://to.twngo.xyz/2uBjoa8","to.twngo.xyz/2uBjoa8","38.0","61.0","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","881804233540071426","null","False","0.0","8.8180423354007142E17","null","False","Mon Jul 03 09:18:07 +0000 2017","null","False","[醫勞盟]淺談台灣DRG與日本DPC差異(中)：日本DPC及台灣DRG比較 https://t.co/QDnhJw1rgg","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/pUX4MQXClC","http://to.twngo.xyz/2tDhrgl","to.twngo.xyz/2tDhrgl","50.0","73.0","","","","","","","","","","","","","","","0.0","73.0","0.0","null","null","881798766122209280","null","False","0.0","8.8179876612220928E17","null","False","Mon Jul 03 08:56:23 +0000 2017","null","False","台灣世界展望會 World Vision Taiwan just uploaded a video https://t.co/pUX4MQXClC","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GjtfOsxrvo","http://to.twngo.xyz/2uBzVLc","to.twngo.xyz/2uBzVLc","50.0","73.0","","","","","","","","","","","","","","","0.0","73.0","0.0","null","null","881798763890782208","null","False","0.0","8.8179876389078221E17","null","False","Mon Jul 03 08:56:22 +0000 2017","null","False","台灣世界展望會 World Vision Taiwan just uploaded a video https://t.co/GjtfOsxrvo","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/6qXyt65sFu","http://to.twngo.xyz/2t8oxJf","to.twngo.xyz/2t8oxJf","48.0","71.0","","","","","","","","","","","","","","","0.0","71.0","0.0","null","null","881798678285099009","null","False","0.0","8.8179867828509901E17","null","False","Mon Jul 03 08:56:02 +0000 2017","null","False","[永社]Pensioners not likely to find legal redress https://t.co/6qXyt65sFu","en","null","null","null","","","","","","","","","","","","","",""
