"coordinates","retweeted","source","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__source_status_id","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__source_user_id","entities__media__id","entities__media__media_url_https","entities__media__source_user_id_str","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__source_status_id_str","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors____-","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__source_status_id","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__source_user_id","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__source_user_id_str","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__source_status_id_str","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/iwTloS5RW2","http://ift.tt/2cbHt0N","ift.tt/2cbHt0N","17.0","40.0","","","","","","","","","","","","","","","","","","","0.0","40.0","0.0","null","null","773741448751644672","null","False","0.0","7.7374144875164467E17","null","False","Thu Sep 08 04:35:11 +0000 2016","null","False","[環盟訊息]澎湖，小心南美白蝦! https://t.co/iwTloS5RW2","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/vOLrlDIanw","http://ift.tt/2bZZz8P","ift.tt/2bZZz8P","18.0","41.0","","","","","","","","","","","","","","","","","","","0.0","41.0","0.0","null","null","773741446084059136","null","False","0.0","7.7374144608405914E17","null","False","Thu Sep 08 04:35:10 +0000 2016","null","False","[環盟訊息]澎湖要擁抱海洋不要博弈 https://t.co/vOLrlDIanw","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/oFXxMYo4GU","http://ift.tt/2c8JPLB","ift.tt/2c8JPLB","39.0","62.0","","","","","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","773734095406981120","null","False","0.0","7.7373409540698112E17","null","False","Thu Sep 08 04:05:58 +0000 2016","null","False","[老盟訊息]《訊息代刊》高雄醫學大學主辦『高齡大未來──青銀共創銀光經濟學』 https://t.co/oFXxMYo4GU","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5ABfye5mRO","http://ift.tt/2cqr3RR","ift.tt/2cqr3RR","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","773733907644739584","null","False","0.0","7.7373390764473958E17","null","False","Thu Sep 08 04:05:13 +0000 2016","null","False","[環資訊息]【讀者投書】金門國家公園的價值與危機 消失的「海濱鄒魯」 https://t.co/5ABfye5mRO","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/tpLjCRUAvy","http://ift.tt/2bVjBAs","ift.tt/2bVjBAs","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","773724896643940352","null","False","0.0","7.7372489664394035E17","null","False","Thu Sep 08 03:29:25 +0000 2016","null","False","[環資訊息]專訪林華慶（上）：架構國土綠網  從林務局做起 https://t.co/tpLjCRUAvy","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ygx1dFomQT","http://ift.tt/2cm1Wkt","ift.tt/2cm1Wkt","20.0","43.0","","","","","","","","","","","","","","","","","","","0.0","43.0","0.0","null","null","773723343690276864","null","False","0.0","7.7372334369027686E17","null","False","Thu Sep 08 03:23:14 +0000 2016","null","False","[主婦聯盟訊息]社區農夫招募計畫成果展 https://t.co/ygx1dFomQT","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/FmfGUx0PmS","http://ift.tt/2cD6Wis","ift.tt/2cD6Wis","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","773717392228753408","null","False","0.0","7.7371739222875341E17","null","False","Thu Sep 08 02:59:35 +0000 2016","null","False","[環資訊息]只靠補助的稻作政策行得通嗎？  聯合國：無法挽救稻農收益 https://t.co/FmfGUx0PmS","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ioOqGYWbjR","http://ift.tt/2ceLUIT","ift.tt/2ceLUIT","21.0","44.0","","","","","","","","","","","","","","","","","","","0.0","44.0","0.0","null","null","773717389473120256","null","False","0.0","7.7371738947312026E17","null","False","Thu Sep 08 02:59:35 +0000 2016","null","False","[環資訊息]中國環境公益訴訟瓶頸：告不起 https://t.co/ioOqGYWbjR","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JjI1e421oP","http://ift.tt/2ceKdex","ift.tt/2ceKdex","38.0","61.0","","","","","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","773716100617998336","null","False","0.0","7.7371610061799834E17","null","False","Thu Sep 08 02:54:27 +0000 2016","null","False","[高教工會訊息]「基本工資保衛戰」 基本工資立刻調漲！時薪月薪調漲不脫勾！ https://t.co/JjI1e421oP","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/oEa4qAdOV9","http://ift.tt/2cj9cPF","ift.tt/2cj9cPF","33.0","56.0","","","","","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","773706882271903744","null","False","0.0","7.7370688227190374E17","null","False","Thu Sep 08 02:17:50 +0000 2016","null","False","[民主書院訊息]吉林訪民杭州治病遭遣返北京信訪局外成綁架“黑點” https://t.co/oEa4qAdOV9","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/XerrwIOTXk","http://ift.tt/2ca5rH4","ift.tt/2ca5rH4","36.0","59.0","","","","","","","","","","","","","","","","","","","0.0","59.0","0.0","null","null","773704590420303872","null","False","0.0","7.7370459042030387E17","null","False","Thu Sep 08 02:08:43 +0000 2016","null","False","[民主書院訊息]前中國官媒記者日前向澳大利亞媒體揭露人民網輿情監控內幕 https://t.co/XerrwIOTXk","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gPTWm24jF9","http://ift.tt/2bZCbFM","ift.tt/2bZCbFM","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","773704580416888832","null","False","0.0","7.7370458041688883E17","null","False","Thu Sep 08 02:08:41 +0000 2016","null","False","[民主書院訊息]江西資溪鄉鎮人大投票在即獨立參選人楊微遭監視誓言抗爭 https://t.co/gPTWm24jF9","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/46XBdzY8tr","http://ift.tt/2ca6pTW","ift.tt/2ca6pTW","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","773704573680807936","null","False","0.0","7.7370457368080794E17","null","False","Thu Sep 08 02:08:39 +0000 2016","null","False","[民主書院訊息]奧巴馬G20與習近平談及人權問題 https://t.co/46XBdzY8tr","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/VTXAZ4CIOI","http://ift.tt/2bTBO11","ift.tt/2bTBO11","21.0","44.0","","","","","","","","","","","","","","","","","","","0.0","44.0","0.0","null","null","773510366261284866","null","False","0.0","7.7351036626128486E17","null","False","Wed Sep 07 13:16:57 +0000 2016","null","False","[綠色和平台灣]三個成立海洋保護區的原因 https://t.co/VTXAZ4CIOI","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/RKiPAQJrez","http://ift.tt/2co7xVZ","ift.tt/2co7xVZ","26.0","49.0","","","","","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","773486811184324608","null","False","0.0","7.7348681118432461E17","null","False","Wed Sep 07 11:43:21 +0000 2016","null","False","[荒野訊息][海洋廢棄物行動教案-3] 垃圾食物包 https://t.co/RKiPAQJrez","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
