"coordinates","retweeted","source","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors____-","contributors","in_reply_to_screen_name","in_reply_to_user_id_str"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/h1oycmfkG9","http://ift.tt/2eNbe7j","ift.tt/2eNbe7j","28.0","51.0","0.0","51.0","0.0","null","null","795474966405857287","null","False","0.0","7.9547496640585728E17","null","False","Mon Nov 07 03:56:25 +0000 2016","null","False","[民主書院訊息]黨產被鍘必先瘦身 傳國民黨裁員半數黨工 https://t.co/h1oycmfkG9","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ABpZeHwme2","http://ift.tt/2eedEzy","ift.tt/2eedEzy","33.0","56.0","0.0","56.0","0.0","null","null","795474964346445824","null","False","0.0","7.9547496434644582E17","null","False","Mon Nov 07 03:56:25 +0000 2016","null","False","[民主書院訊息]深圳民警敲詐前副市長687萬受審 被敲詐者已墜亡 https://t.co/ABpZeHwme2","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/8CA9jltbb8","http://ift.tt/2eNgFmC","ift.tt/2eNgFmC","28.0","51.0","0.0","51.0","0.0","null","null","795474961850834945","null","False","0.0","7.9547496185083494E17","null","False","Mon Nov 07 03:56:24 +0000 2016","null","False","[民主書院訊息]網絡新規:新聞直播和互動內容要先審後發 https://t.co/8CA9jltbb8","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/WKQw0EfvXy","http://ift.tt/2eeeV9F","ift.tt/2eeeV9F","20.0","43.0","0.0","43.0","0.0","null","null","795474957962739712","null","False","0.0","7.9547495796273971E17","null","False","Mon Nov 07 03:56:23 +0000 2016","null","False","[民主書院訊息]吾爾開希解讀""習核心"" https://t.co/WKQw0EfvXy","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/tVLOmcrxWL","http://ift.tt/2f8b25o","ift.tt/2f8b25o","18.0","41.0","0.0","41.0","0.0","null","null","795452820505948164","null","False","0.0","7.9545282050594816E17","null","False","Mon Nov 07 02:28:25 +0000 2016","null","False","[親子共學訊息]孩子哭鬧背後的需求 https://t.co/tVLOmcrxWL","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/A9WmwgWcTF","http://ift.tt/2ffcwIF","ift.tt/2ffcwIF","39.0","62.0","0.0","62.0","0.0","null","null","795422590051516416","null","False","0.0","7.9542259005151642E17","null","False","Mon Nov 07 00:28:18 +0000 2016","null","False","[環資訊息]兼顧海上風電與白海豚存續  2017擬邀IUCN鯨豚小組來台商議 https://t.co/A9WmwgWcTF","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/6pd2XBSEUy","http://ift.tt/2et9QWn","ift.tt/2et9QWn","30.0","53.0","0.0","53.0","0.0","null","null","795417529233575938","null","False","0.0","7.9541752923357594E17","null","False","Mon Nov 07 00:08:11 +0000 2016","null","False","[環資訊息]啟動踏查全景海岸線 行者相約2017元宵到清明 https://t.co/6pd2XBSEUy","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/fzzZNOAoUG","http://ift.tt/2ftpe7A","ift.tt/2ftpe7A","25.0","48.0","0.0","48.0","0.0","null","null","795401150157688833","null","False","0.0","7.9540115015768883E17","null","False","Sun Nov 06 23:03:06 +0000 2016","null","False","[環資訊息]對抗極端氣候 聯合國：還地給原民吧！ https://t.co/fzzZNOAoUG","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/KjhKGjyebs","http://ift.tt/2frVcU4","ift.tt/2frVcU4","13.0","36.0","0.0","36.0","0.0","null","null","795343950907408384","null","False","0.0","7.9534395090740838E17","null","False","Sun Nov 06 19:15:49 +0000 2016","null","False","[環資訊息]台化 再見？ https://t.co/KjhKGjyebs","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/PuM9PkJ1XA","http://ift.tt/2fewkvL","ift.tt/2fewkvL","14.0","37.0","0.0","37.0","0.0","null","null","795332228540727297","null","False","0.0","7.953322285407273E17","null","False","Sun Nov 06 18:29:14 +0000 2016","null","False","[環資訊息]明天過後豆陣行 https://t.co/PuM9PkJ1XA","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/7GG0iAQOqG","http://ift.tt/2eMcUO9","ift.tt/2eMcUO9","18.0","41.0","0.0","41.0","0.0","null","null","795315166397288452","null","False","0.0","7.9531516639728845E17","null","False","Sun Nov 06 17:21:26 +0000 2016","null","False","[環資訊息]煙火觀光，無法照亮地方 https://t.co/7GG0iAQOqG","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GUdbQ6hdY4","http://ift.tt/2eBU9PT","ift.tt/2eBU9PT","34.0","57.0","0.0","57.0","0.0","null","null","795227074474733568","null","False","0.0","7.9522707447473357E17","null","False","Sun Nov 06 11:31:23 +0000 2016","null","False","[司改會訊息]【Legal Life】Ch23 知錯能改，善莫大焉 https://t.co/GUdbQ6hdY4","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/H4OscQwCsp","http://ift.tt/2eBTBtj","ift.tt/2eBTBtj","41.0","64.0","0.0","64.0","0.0","null","null","795225923108958208","null","False","0.0","7.9522592310895821E17","null","False","Sun Nov 06 11:26:49 +0000 2016","null","False","[伴侶盟訊息]【彰化 電影座談】「扣押幸福」紀錄片放映座談-取回被國家扣押的幸福 https://t.co/H4OscQwCsp","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/LUYG0b3UK2","http://ift.tt/2ful5yE","ift.tt/2ful5yE","41.0","64.0","0.0","64.0","0.0","null","null","795225920386854912","null","False","0.0","7.9522592038685491E17","null","False","Sun Nov 06 11:26:48 +0000 2016","null","False","[伴侶盟訊息]【台中 講座】誰需要多元成家？了解多元成家三法與婚姻平權的政治情勢 https://t.co/LUYG0b3UK2","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/eOrnQfTBo6","http://ift.tt/2eBO6uS","ift.tt/2eBO6uS","29.0","52.0","0.0","52.0","0.0","null","null","795225917949874176","null","False","0.0","7.9522591794987418E17","null","False","Sun Nov 06 11:26:48 +0000 2016","null","False","[伴侶盟訊息]【彰化 講座】青年的公共參與－跨世代甘苦談 https://t.co/eOrnQfTBo6","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/frgHjtLo0Q","http://ift.tt/2fugf4G","ift.tt/2fugf4G","27.0","50.0","0.0","50.0","0.0","null","null","795225914787397632","null","False","0.0","7.9522591478739763E17","null","False","Sun Nov 06 11:26:47 +0000 2016","null","False","[伴侶盟訊息]【彰化 街頭行動】寫明信片給蔡英文總統 https://t.co/frgHjtLo0Q","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/eTdu1JHxSC","http://ift.tt/2fHo8sq","ift.tt/2fHo8sq","25.0","48.0","0.0","48.0","0.0","null","null","795130662055538688","null","False","0.0","7.9513066205553869E17","null","False","Sun Nov 06 05:08:17 +0000 2016","null","False","[平冤訊息]《平冤週報》  10/29~11/4 https://t.co/eTdu1JHxSC","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/eVtD6xyVVt","http://ift.tt/2fmUWTM","ift.tt/2fmUWTM","29.0","52.0","0.0","52.0","0.0","null","null","794946154605723648","null","False","0.0","7.9494615460572365E17","null","False","Sat Nov 05 16:55:07 +0000 2016","null","False","[環資訊息]被車壓扁的唐吉訶德 張克享的《蟹媽媽冒險記》 https://t.co/eVtD6xyVVt","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/S9lcM2AEi3","http://ift.tt/2fG6TaS","ift.tt/2fG6TaS","17.0","40.0","0.0","40.0","0.0","null","null","794946150822461440","null","False","0.0","7.9494615082246144E17","null","False","Sat Nov 05 16:55:06 +0000 2016","null","False","[環資訊息]來，製作芭蕉澱粉吧！ https://t.co/S9lcM2AEi3","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ewX5jLBedm","http://ift.tt/2fOpZen","ift.tt/2fOpZen","28.0","51.0","0.0","51.0","0.0","null","null","794942404646305792","null","False","0.0","7.9494240464630579E17","null","False","Sat Nov 05 16:40:13 +0000 2016","null","False","[環資訊息]【綠桌遊】《冰山疊企鵝》遠在南極 暖化告急 https://t.co/ewX5jLBedm","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ZmE9BwRtzK","http://ift.tt/2ep6iEs","ift.tt/2ep6iEs","21.0","44.0","0.0","44.0","0.0","null","null","794942402507186180","null","False","0.0","7.9494240250718618E17","null","False","Sat Nov 05 16:40:12 +0000 2016","null","False","[環資訊息]【阿拉斯加追候鳥】禽獸的為難 https://t.co/ZmE9BwRtzK","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IeOsk3xmWR","http://ift.tt/2ezufMR","ift.tt/2ezufMR","21.0","44.0","0.0","44.0","0.0","null","null","794932817176182784","null","False","0.0","7.9493281717618278E17","null","False","Sat Nov 05 16:02:07 +0000 2016","null","False","[蠻野心足訊息]2016年10月捐款徵信 https://t.co/IeOsk3xmWR","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/6Un23JO8fL","http://ift.tt/2fqvBHj","ift.tt/2fqvBHj","32.0","55.0","0.0","55.0","0.0","null","null","794723449822466048","null","False","0.0","7.9472344982246605E17","null","False","Sat Nov 05 02:10:10 +0000 2016","null","False","[環資訊息]未來砂石缺很大？ 要求開放陸砂  經部政策環評遭轟 https://t.co/6Un23JO8fL","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/fazXx3HQ6A","http://ift.tt/2fMT2yC","ift.tt/2fMT2yC","28.0","51.0","0.0","51.0","0.0","null","null","794720976936304640","null","False","0.0","7.9472097693630464E17","null","False","Sat Nov 05 02:00:20 +0000 2016","null","False","[環資訊息]為降低衝擊石虎族群  三義外環道提修正選項 https://t.co/fazXx3HQ6A","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/sEypV30e9W","http://ift.tt/2fk7I7I","ift.tt/2fk7I7I","30.0","53.0","0.0","53.0","0.0","null","null","794574937751175168","null","False","0.0","7.9457493775117517E17","null","False","Fri Nov 04 16:20:02 +0000 2016","null","False","[老盟訊息]【105年日照中心主管實務專題工作坊】開放報名 https://t.co/sEypV30e9W","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/nnxfg9N524","http://ift.tt/2fp4cWn","ift.tt/2fp4cWn","30.0","53.0","0.0","53.0","0.0","null","null","794566419081994240","null","False","0.0","7.9456641908199424E17","null","False","Fri Nov 04 15:46:11 +0000 2016","null","False","7764467 just uploaded a video https://t.co/nnxfg9N524","en","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/zJZpdHvYHN","http://ift.tt/2evDPA6","ift.tt/2evDPA6","30.0","53.0","0.0","53.0","0.0","null","null","794566416552882176","null","False","0.0","7.9456641655288218E17","null","False","Fri Nov 04 15:46:10 +0000 2016","null","False","7764467 just uploaded a video https://t.co/zJZpdHvYHN","en","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/lbG0C1kWlW","http://ift.tt/2fjould","ift.tt/2fjould","33.0","56.0","0.0","56.0","0.0","null","null","794545104971239424","null","False","0.0","7.9454510497123942E17","null","False","Fri Nov 04 14:21:29 +0000 2016","null","False","[環資訊息]環署2020禁用塑膠微粒 環團要求：2018全面終結 https://t.co/lbG0C1kWlW","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/UFfQDhlWCM","http://ift.tt/2fCiV56","ift.tt/2fCiV56","56.0","79.0","0.0","79.0","0.0","null","null","794540098381553664","null","False","0.0","7.9454009838155366E17","null","False","Fri Nov 04 14:01:35 +0000 2016","null","False","[親子共學訊息]【本會聲明】 厭童言論太多 親子友善公共空間太少  ─針對1030媒體報導北捷兒童滿地爬的回應 https://t.co/UFfQDhlWCM","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GJbpDOzph8","http://ift.tt/2fjrxfE","ift.tt/2fjrxfE","30.0","53.0","0.0","53.0","0.0","null","null","794520902180499456","null","False","0.0","7.9452090218049946E17","null","False","Fri Nov 04 12:45:19 +0000 2016","null","False","7764467 just uploaded a video https://t.co/GJbpDOzph8","en","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JD2W1PKj1z","http://ift.tt/2f1gqaA","ift.tt/2f1gqaA","30.0","53.0","0.0","53.0","0.0","null","null","794503254268841988","null","False","0.0","7.9450325426884198E17","null","False","Fri Nov 04 11:35:11 +0000 2016","null","False","7764467 just uploaded a video https://t.co/JD2W1PKj1z","en","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/E9j6XB7OGx","http://ift.tt/2flQ9Cn","ift.tt/2flQ9Cn","30.0","53.0","0.0","53.0","0.0","null","null","794503251165138945","null","False","0.0","7.9450325116513894E17","null","False","Fri Nov 04 11:35:10 +0000 2016","null","False","7764467 just uploaded a video https://t.co/E9j6XB7OGx","en","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JwfulXEs1Q","http://ift.tt/2euD4rb","ift.tt/2euD4rb","30.0","53.0","0.0","53.0","0.0","null","null","794485454431195136","null","False","0.0","7.9448545443119514E17","null","False","Fri Nov 04 10:24:27 +0000 2016","null","False","[主婦聯盟訊息]針對政府擬鬆綁日本五縣市進口食品管制之聲明 https://t.co/JwfulXEs1Q","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/z7fOSbdzKr","http://ift.tt/2fo0dZP","ift.tt/2fo0dZP","26.0","49.0","0.0","49.0","0.0","null","null","794474400942878721","null","False","0.0","7.9447440094287872E17","null","False","Fri Nov 04 09:40:32 +0000 2016","null","False","[環資訊息]【環境創作短片賞】動畫篇：在柿子樹上  https://t.co/z7fOSbdzKr","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/o5rlG7ZiL0","http://ift.tt/2fBs91o","ift.tt/2fBs91o","24.0","47.0","0.0","47.0","0.0","null","null","794472698034421760","null","False","0.0","7.9447269803442176E17","null","False","Fri Nov 04 09:33:46 +0000 2016","null","False","[綠色和平台灣]四萬民眾不滿禁用柔珠時程拖太晚 https://t.co/o5rlG7ZiL0","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/EWbai7rzgA","http://ift.tt/2ekCJ6W","ift.tt/2ekCJ6W","26.0","49.0","0.0","49.0","0.0","null","null","794471612829626368","null","False","0.0","7.9447161282962637E17","null","False","Fri Nov 04 09:29:27 +0000 2016","null","False","[高教工會訊息]賀！高教工會「開南分部」正式成立！ https://t.co/EWbai7rzgA","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/VgXd3iCMPD","http://ift.tt/2fKoBco","ift.tt/2fKoBco","31.0","54.0","0.0","54.0","0.0","null","null","794463527310393344","null","False","0.0","7.9446352731039334E17","null","False","Fri Nov 04 08:57:19 +0000 2016","null","False","[環盟訊息]石化污染之地到綠能希望之村—台西王爺廟綠能工作營 https://t.co/VgXd3iCMPD","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/3Cvdce4Xyw","http://ift.tt/2f7sy7H","ift.tt/2f7sy7H","37.0","60.0","0.0","60.0","0.0","null","null","794453681244618752","null","False","0.0","7.9445368124461875E17","null","False","Fri Nov 04 08:18:12 +0000 2016","null","False","[老盟訊息]《訊息代刊》富邦人壽舉辦「關懷高齡失智‧全民憶起來」徵文比賽 https://t.co/3Cvdce4Xyw","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/0QllZcm4f2","http://ift.tt/2fnNQgj","ift.tt/2fnNQgj","41.0","64.0","0.0","64.0","0.0","null","null","794453178326667264","null","False","0.0","7.9445317832666726E17","null","False","Fri Nov 04 08:16:12 +0000 2016","null","False","[蠻野心足訊息]【海洋保育與再生能源雙贏公聽會】守護白海豚，離岸風機開發應審慎！ https://t.co/0QllZcm4f2","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/dGiL324zW7","http://ift.tt/2fik8gu","ift.tt/2fik8gu","33.0","56.0","0.0","56.0","0.0","null","null","794429114988064768","null","False","0.0","7.9442911498806477E17","null","False","Fri Nov 04 06:40:35 +0000 2016","null","False","[環資訊息]巴黎協定今生效  環署：200項減碳行動方案年底公布 https://t.co/dGiL324zW7","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ih8NFvCvu5","http://ift.tt/2fioCUf","ift.tt/2fioCUf","45.0","68.0","0.0","68.0","0.0","null","null","794420337576464385","null","False","0.0","7.9442033757646438E17","null","False","Fri Nov 04 06:05:42 +0000 2016","null","False","[台權會訊息]【新聞稿】20161104「禁制又強制 保障看攏無！」集遊惡法送終記者會  https://t.co/ih8NFvCvu5","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/H7LQLp3re7","http://ift.tt/2etLor9","ift.tt/2etLor9","28.0","51.0","0.0","51.0","0.0","null","null","794407679649284096","null","False","0.0","7.944076796492841E17","null","False","Fri Nov 04 05:15:24 +0000 2016","null","False","伊甸基金會 just uploaded a video https://t.co/H7LQLp3re7","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IIq3hHg0Ix","http://ift.tt/2f713Lp","ift.tt/2f713Lp","32.0","55.0","0.0","55.0","0.0","null","null","794383736297099264","null","False","0.0","7.9438373629709926E17","null","False","Fri Nov 04 03:40:16 +0000 2016","null","False","[環資訊息]太陽能不是廢核解藥  「風光」互補走出台灣綠能世代 https://t.co/IIq3hHg0Ix","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/QwPGa7U4Fe","http://ift.tt/2ejZTu8","ift.tt/2ejZTu8","27.0","50.0","0.0","50.0","0.0","null","null","794380024556224513","null","False","0.0","7.9438002455622451E17","null","False","Fri Nov 04 03:25:31 +0000 2016","null","False","[環資訊息]巨鼠尖兵報到！ 靈敏嗅覺專抓野生動物走私 https://t.co/QwPGa7U4Fe","zh","","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JgRkxssu0q","http://ift.tt/2fhWPDt","ift.tt/2fhWPDt","40.0","63.0","0.0","63.0","0.0","null","null","794368646504136709","null","False","0.0","7.943686465041367E17","null","False","Fri Nov 04 02:40:18 +0000 2016","null","False","[環資訊息]哪啊哪啊～的里山智慧  神去村主速水亨：永續林業是對抗血汗木材之道 https://t.co/JgRkxssu0q","zh","","null","null","null"
