"coordinates","retweeted","source","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__source_status_id","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__source_user_id","entities__media__id","entities__media__media_url_https","entities__media__source_user_id_str","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__source_status_id_str","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__source_status_id","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__source_user_id","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__source_user_id_str","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__source_status_id_str","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/LMf66Hhz3N","http://ift.tt/2wLlarE","ift.tt/2wLlarE","29.0","52.0","","","","","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","905725919414947840","null","False","0.0","9.0572591941494784E17","null","False","Thu Sep 07 09:34:21 +0000 2017","null","False","[環資訊息]大林蒲遷村尚無進度 南星自貿港又重啟環評程序 https://t.co/LMf66Hhz3N","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GX5YrOMgVR","http://ift.tt/2xRmRnN","ift.tt/2xRmRnN","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","905700797878554628","null","False","0.0","9.0570079787855462E17","null","False","Thu Sep 07 07:54:31 +0000 2017","null","False","[親子共學訊息]【北車女童裸身】危險的是...？ https://t.co/GX5YrOMgVR","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/xNqhv5TqOr","http://ift.tt/2wa8xV2","ift.tt/2wa8xV2","33.0","56.0","","","","","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","905699522923425792","null","False","0.0","9.0569952292342579E17","null","False","Thu Sep 07 07:49:28 +0000 2017","null","False","[婦女新知訊息]2017年第17期志工培訓- 聲入人心 淵暖長流 https://t.co/xNqhv5TqOr","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","TechSoup","70.0","79.0","https://t.co/EefpLZRTxH","http://ift.tt/2wJ0eTS","ift.tt/2wJ0eTS","46.0","69.0","","","","","","","","","","","","","","","","","","","0.0","79.0","0.0","null","null","905699451536363520","null","False","0.0","9.0569945153636352E17","null","False","Thu Sep 07 07:49:10 +0000 2017","null","False","[科技濃湯]2017 數位故事創作挑戰賽：9/6-10/31，歡迎線上送出你的影片和照片！ https://t.co/EefpLZRTxH #TechSoup","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/KntmSrFiTk","http://ift.tt/2vNIuaZ","ift.tt/2vNIuaZ","48.0","71.0","","","","","","","","","","","","","","","","","","","0.0","71.0","0.0","null","null","905663700022976512","null","False","0.0","9.0566370002297651E17","null","False","Thu Sep 07 05:27:07 +0000 2017","null","False","[公民參與媒改]促進多元為先，管理壟斷為輔 我們對NCC「媒體壟斷防制與多元維護法」的共同聲明 https://t.co/KntmSrFiTk","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/13aC8IfD5W","http://ift.tt/2j5mRwU","ift.tt/2j5mRwU","27.0","50.0","","","","","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","905638550221332485","null","False","0.0","9.0563855022133248E17","null","False","Thu Sep 07 03:47:10 +0000 2017","null","False","[環資訊息]有衛星照片為證  青藏高原冰河加速融化中 https://t.co/13aC8IfD5W","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/jMyFV4LSxt","http://ift.tt/2j6gDN9","ift.tt/2j6gDN9","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","905634824714670081","null","False","0.0","9.0563482471467008E17","null","False","Thu Sep 07 03:32:22 +0000 2017","null","False","[環資訊息] 彰化離岸風場多 海纜上岸將走「共同廊道」 https://t.co/jMyFV4LSxt","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gnhhZZUggB","http://ift.tt/2f64ZgU","ift.tt/2f64ZgU","32.0","55.0","","","","","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","905631144724627456","null","False","0.0","9.0563114472462746E17","null","False","Thu Sep 07 03:17:45 +0000 2017","null","False","[環資訊息]為甜柿園圍上電網  獼猴不再來「搶收」 產量多七成 https://t.co/gnhhZZUggB","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IdIxYO6HHh","http://ift.tt/2vNss0M","ift.tt/2vNss0M","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","905623539050532864","null","False","0.0","9.0562353905053286E17","null","False","Thu Sep 07 02:47:32 +0000 2017","null","False","[環資訊息]「底渣去化」跨部門面對  地方擬自建處理廠 南市已試營運 https://t.co/IdIxYO6HHh","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","50.0","56.0","https://t.co/lkjpx8RFLB","http://ift.tt/2eMKvga","ift.tt/2eMKvga","26.0","49.0","","","","","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","905617066924920832","null","False","0.0","9.0561706692492083E17","null","False","Thu Sep 07 02:21:48 +0000 2017","null","False","[民主書院訊息]上班族少繳稅！林全卸任前留下大禮物 https://t.co/lkjpx8RFLB #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","57.0","62.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","49.0","55.0","https://t.co/o25w2oYUbw","http://ift.tt/2gIVzrA","ift.tt/2gIVzrA","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","905617064391565314","null","False","0.0","9.0561706439156531E17","null","False","Thu Sep 07 02:21:48 +0000 2017","null","False","[民主書院訊息]人權觀察：中國阻撓聯合國人權工作 https://t.co/o25w2oYUbw #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","56.0","61.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","53.0","59.0","https://t.co/GazFBibX3i","http://ift.tt/2eMUS3D","ift.tt/2eMUS3D","29.0","52.0","","","","","","","","","","","","","","","","","","","0.0","65.0","0.0","null","null","905617061216387072","null","False","0.0","9.0561706121638707E17","null","False","Thu Sep 07 02:21:47 +0000 2017","null","False","[民主書院訊息]中國全面叫停虛擬貨幣集資 監管風暴或蔓延 https://t.co/GazFBibX3i #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","60.0","65.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","55.0","61.0","https://t.co/oNwua4MBQO","http://ift.tt/2gIhIq1","ift.tt/2gIhIq1","31.0","54.0","","","","","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","905617058506960901","null","False","0.0","9.056170585069609E17","null","False","Thu Sep 07 02:21:46 +0000 2017","null","False","[民主書院訊息]雲南當局以“邪教罪”逮捕、起訴二十余名基督徒 https://t.co/oNwua4MBQO #China #中國人權","ja","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","62.0","67.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IoDZVxhqCW","http://ift.tt/2gILlb4","ift.tt/2gILlb4","50.0","73.0","","","","","","","","","","","","","","","","","","","0.0","73.0","0.0","null","null","905615517305753605","null","False","0.0","9.056155173057536E17","null","False","Thu Sep 07 02:15:39 +0000 2017","null","False","社團法人台灣露德協會: ""露德二十，林驥修女以擁抱化解恐懼帶來愛"" and more videos https://t.co/IoDZVxhqCW","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/NM7sTg9cy6","http://ift.tt/2f5gZ2c","ift.tt/2f5gZ2c","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","905560593645666304","null","False","0.0","9.055605936456663E17","null","False","Wed Sep 06 22:37:24 +0000 2017","null","False","[環資訊息]南極海床上做暖化實驗 科學家：升溫1°C就影響生物多樣性 https://t.co/NM7sTg9cy6","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/RK7PRjdhSl","http://ift.tt/2vLvzX4","ift.tt/2vLvzX4","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","905481263494123520","null","False","0.0","9.0548126349412352E17","null","False","Wed Sep 06 17:22:10 +0000 2017","null","False","[台南新芽]新芽講堂｜我們不是公益樂團（謝銘祐） https://t.co/RK7PRjdhSl","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/vyUapl7Unl","http://ift.tt/2wHU58N","ift.tt/2wHU58N","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","905481259496996864","null","False","0.0","9.0548125949699686E17","null","False","Wed Sep 06 17:22:09 +0000 2017","null","False","[台南新芽]新聞稿｜賴市長要變賴院長？台南新芽的期待與擔憂 https://t.co/vyUapl7Unl","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/4myLUCSpAG","http://ift.tt/2w6NuTo","ift.tt/2w6NuTo","57.0","80.0","","","","","","","","","","","","","","","","","","","0.0","80.0","0.0","null","null","905440847944142848","null","False","0.0","9.0544084794414285E17","null","False","Wed Sep 06 14:41:35 +0000 2017","null","False","🔴 地球公民基金會 (CET) is live now: 【環原台灣#6】我的發展我做主：資本入侵下的發展權之爭 https://t.co/4myLUCSpAG","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ZrdUqJ8HzV","http://ift.tt/2w6HEBF","ift.tt/2w6HEBF","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","905428930806591488","null","False","0.0","9.0542893080659149E17","null","False","Wed Sep 06 13:54:13 +0000 2017","null","False","[親子共學訊息]【北車女童裸身】反對兒童裸體的理由？！ https://t.co/ZrdUqJ8HzV","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/RunWN4BiQh","http://ift.tt/2gLx1C9","ift.tt/2gLx1C9","47.0","70.0","","","","","","","","","","","","","","","","","","","0.0","70.0","0.0","null","null","905423293871771648","null","False","0.0","9.0542329387177165E17","null","False","Wed Sep 06 13:31:49 +0000 2017","null","False","[蠻野心足訊息][新聞稿]【大潭藻礁保育登上國際學術期刊暨搶救大潭藻礁國際連署網站】記者會　 https://t.co/RunWN4BiQh","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gGqtefAiDz","http://ift.tt/2xOufA7","ift.tt/2xOufA7","57.0","80.0","","","","","","","","","","","","","","","","","","","0.0","80.0","0.0","null","null","905410527140171776","null","False","0.0","9.0541052714017178E17","null","False","Wed Sep 06 12:41:06 +0000 2017","null","False","🔴 地球公民基金會 (CET) is live now: 【環原台灣#6】我的發展我做主：資本入侵下的發展權之爭 https://t.co/gGqtefAiDz","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/tX3SoEvrzO","http://ift.tt/2gGb1F4","ift.tt/2gGb1F4","33.0","56.0","","","","","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","905398714222686208","null","False","0.0","9.0539871422268621E17","null","False","Wed Sep 06 11:54:09 +0000 2017","null","False","[親子共學訊息]【北車女童裸體】對話的層次感，是一次次練習而來的 https://t.co/tX3SoEvrzO","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/HUATf18ixG","http://ift.tt/2gFNPXE","ift.tt/2gFNPXE","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","905367382406901760","null","False","0.0","9.0536738240690176E17","null","False","Wed Sep 06 09:49:39 +0000 2017","null","False","[中華記協訊息]台灣翰墨名家連勝彥贈墨寶給母校成功高中收藏 https://t.co/HUATf18ixG","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/MDST4SANpS","http://ift.tt/2eKEW26","ift.tt/2eKEW26","52.0","75.0","","","","","","","","","","","","","","","","","","","0.0","75.0","0.0","null","null","905365739179270144","null","False","0.0","9.0536573917927014E17","null","False","Wed Sep 06 09:43:07 +0000 2017","null","False","[Global Action Taiwan]感謝有你！Chimmuwa 手織品義賣十萬元捐助貧童上學！ https://t.co/MDST4SANpS","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/AmTB6DSUUL","http://ift.tt/2eKtvY8","ift.tt/2eKtvY8","27.0","50.0","","","","","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","905358789544685569","null","False","0.0","9.0535878954468557E17","null","False","Wed Sep 06 09:15:30 +0000 2017","null","False","聯合勸募 just uploaded a video https://t.co/AmTB6DSUUL","ja","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/iTT9G3VHJU","http://ift.tt/2vL6MT1","ift.tt/2vL6MT1","37.0","60.0","","","","","","","","","","","","","","","","","","","0.0","60.0","0.0","null","null","905350533950660609","null","False","0.0","9.0535053395066061E17","null","False","Wed Sep 06 08:42:42 +0000 2017","null","False","[環資訊息]鳥松濕地再評定遭水公司反對  數百民眾陳情：守護高雄都市綠洲 https://t.co/iTT9G3VHJU","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/2fDr8al14A","http://ift.tt/2x9v4GF","ift.tt/2x9v4GF","32.0","55.0","","","","","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","905336593669640192","null","False","0.0","9.0533659366964019E17","null","False","Wed Sep 06 07:47:18 +0000 2017","null","False","[伊甸]伊甸基金會 just uploaded a video https://t.co/2fDr8al14A","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Pa3XdHqiM1","http://ift.tt/2vKtH0O","ift.tt/2vKtH0O","36.0","59.0","","","","","","","","","","","","","","","","","","","0.0","59.0","0.0","null","null","905331102910476288","null","False","0.0","9.0533110291047629E17","null","False","Wed Sep 06 07:25:29 +0000 2017","null","False","[同志熱線訊息]20171014【南部】嬡拉蕾-主題講座：手分手，分手 https://t.co/Pa3XdHqiM1","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/2fDr8al14A","http://ift.tt/2x9v4GF","ift.tt/2x9v4GF","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","905317182183276545","null","False","0.0","9.0531718218327654E17","null","False","Wed Sep 06 06:30:10 +0000 2017","null","False","伊甸基金會 just uploaded a video https://t.co/2fDr8al14A","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/SYbpJ5DBzD","http://ift.tt/2j2WHeq","ift.tt/2j2WHeq","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","905308232155111425","null","False","0.0","9.0530823215511142E17","null","False","Wed Sep 06 05:54:37 +0000 2017","null","False","[親子共學訊息]【北車女童裸身】性與兒童自主的兩大難題 https://t.co/SYbpJ5DBzD","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/bwIk6a1XgE","http://ift.tt/2w4VcO1","ift.tt/2w4VcO1","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","905263736579088386","null","False","0.0","9.0526373657908838E17","null","False","Wed Sep 06 02:57:48 +0000 2017","null","False","[環資訊息]芬蘭「怪物狐狸」皮草 最大買家是中國 https://t.co/bwIk6a1XgE","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/8hg5UbasEG","http://ift.tt/2f1iqPb","ift.tt/2f1iqPb","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","905261088547201025","null","False","0.0","9.0526108854720102E17","null","False","Wed Sep 06 02:47:17 +0000 2017","null","False","[環資訊息]張簡琳玲：保護藻礁是台灣獨有的地球公民責任 https://t.co/8hg5UbasEG","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5dWXZYsm8E","http://ift.tt/2xMUIOq","ift.tt/2xMUIOq","27.0","50.0","","","","","","","","","","","","","","","","","","","0.0","50.0","0.0","null","null","905256072394534912","null","False","0.0","9.0525607239453491E17","null","False","Wed Sep 06 02:27:21 +0000 2017","null","False","[環資訊息]落實國土三法  知本濕地規劃應與部落共議 https://t.co/5dWXZYsm8E","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/CtBm93QR44","http://ift.tt/2w51ihb","ift.tt/2w51ihb","38.0","61.0","","","","","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","905252239203282945","null","False","0.0","9.0525223920328294E17","null","False","Wed Sep 06 02:12:07 +0000 2017","null","False","[環資訊息]「RGGI」創多贏  美東9州決議2030年碳排限額再降30% https://t.co/CtBm93QR44","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","58.0","64.0","https://t.co/HTxKCorQBI","http://ift.tt/2vJYBWU","ift.tt/2vJYBWU","34.0","57.0","","","","","","","","","","","","","","","","","","","0.0","70.0","0.0","null","null","905248215049658368","null","False","0.0","9.0524821504965837E17","null","False","Wed Sep 06 01:56:07 +0000 2017","null","False","[民主書院訊息]湖南廣電”娛樂立台”被批黨性不足 多個節目下架整改 https://t.co/HTxKCorQBI #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","65.0","70.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","54.0","60.0","https://t.co/SoXH9wSYG4","http://ift.tt/2wG4j9S","ift.tt/2wG4j9S","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","905248212449153024","null","False","0.0","9.0524821244915302E17","null","False","Wed Sep 06 01:56:07 +0000 2017","null","False","[民主書院訊息]流亡官民慶祝西藏民主日 內閣吁中共展開和談 https://t.co/SoXH9wSYG4 #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","61.0","66.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","48.0","54.0","https://t.co/bIo9GJqvu4","http://ift.tt/2vJYzOM","ift.tt/2vJYzOM","24.0","47.0","","","","","","","","","","","","","","","","","","","0.0","60.0","0.0","null","null","905248209555075076","null","False","0.0","9.0524820955507507E17","null","False","Wed Sep 06 01:56:06 +0000 2017","null","False","[民主書院訊息]《國歌法》香港適用範圍爭議持續 https://t.co/bIo9GJqvu4 #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","55.0","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","China","49.0","55.0","https://t.co/sEdmMrbg86","http://ift.tt/2wG4hyM","ift.tt/2wG4hyM","25.0","48.0","","","","","","","","","","","","","","","","","","","0.0","61.0","0.0","null","null","905248204186423297","null","False","0.0","9.052482041864233E17","null","False","Wed Sep 06 01:56:05 +0000 2017","null","False","[民主書院訊息]賴清德接閣揆！蔡英文交付7項工作 https://t.co/sEdmMrbg86 #China #中國人權","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","中國人權","56.0","61.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","","","","","","","","","","https://t.co/cOtAj871r8","https://infosec.twngo.xyz/","infosec.twngo.xyz","6.0","29.0","","","","","","","","","","","","","","","","","","","0.0","88.0","0.0","null","null","905123361751154688","null","False","3.0","9.0512336175115469E17","null","False","Tue Sep 05 17:40:00 +0000 2017","null","False","半年前推出的https://t.co/cOtAj871r8 提供了入門初階的資訊安全指引，特別針對行動電話、安全瀏覽的提醒。未來會試著再慢慢整理其它重要的數位資訊安全的保護資訊","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/0dFEKv3MTr","http://ift.tt/2eBO19w","ift.tt/2eBO19w","21.0","44.0","","","","","","","","","","","","","","","","","","","0.0","44.0","0.0","null","null","905091067942404098","null","False","0.0","9.050910679424041E17","null","False","Tue Sep 05 15:31:41 +0000 2017","null","False","[蠻野心足訊息]2017年08月捐款徵信 https://t.co/0dFEKv3MTr","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","LGBITaiwan","59.0","70.0","https://t.co/QB60w1xCm1","http://ift.tt/2gJ97Hz","ift.tt/2gJ97Hz","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","70.0","0.0","null","null","905090248115445765","null","False","0.0","9.0509024811544576E17","null","False","Tue Sep 05 15:28:25 +0000 2017","null","False","[台灣基地]【現約篩檢】09/09(六) 護理師現場駐點「抽血」篩檢 https://t.co/QB60w1xCm1 #LGBITaiwan","zh","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@NonprofitOrgs","nonprofitorgs","3.0","17.0","17467699","1.7467699E7","","","","https://t.co/q059x3IMpE","https://buff.ly/2wH4C3t","buff.ly/2wH4C3t","75.0","98.0","https://twitter.com/nonprofitorgs/status/904318562814353409/photo/1","9.0431856281435341E17","99.0","122.0","https://t.co/gRaio0tVRA","http://pbs.twimg.com/media/DIzI8KEW4AA18zn.jpg","904318561014964224","1.7467699E7","9.0431856101496422E17","https://pbs.twimg.com/media/DIzI8KEW4AA18zn.jpg","17467699","thumb","150.0","150.0","crop","photo","904318562814353409","pic.twitter.com/gRaio0tVRA","0.0","122.0","0.0","null","null","905086559090655233","null","False","0.0","9.0508655909065523E17","null","False","Tue Sep 05 15:13:46 +0000 2017","null","False","RT @nonprofitorgs: 13 of the Best Nonprofit Videos from the Last 13 Years: https://t.co/q059x3IMpE https://t.co/gRaio0tVRA","en","null","null","null","https://twitter.com/nonprofitorgs/status/904318562814353409/photo/1","9.0431856281435341E17","99.0","122.0","https://t.co/gRaio0tVRA","http://pbs.twimg.com/media/DIzI8KEW4AA18zn.jpg","904318561014964224","1.7467699E7","9.0431856101496422E17","https://pbs.twimg.com/media/DIzI8KEW4AA18zn.jpg","17467699","thumb","150.0","150.0","crop","photo","904318562814353409","pic.twitter.com/gRaio0tVRA"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","large","600.0","315.0","fit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","large","600.0","315.0","fit","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","small","600.0","315.0","fit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","small","600.0","315.0","fit","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","medium","600.0","315.0","fit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","medium","600.0","315.0","fit","","",""
