"coordinates","retweeted","source","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__source_status_id","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__source_user_id","entities__media__id","entities__media__media_url_https","entities__media__source_user_id_str","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__source_status_id_str","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors____-","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__source_status_id","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__source_user_id","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__source_user_id_str","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__source_status_id_str","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5oQLswmh11","http://ift.tt/2vIc14Q","ift.tt/2vIc14Q","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","894795884143235074","null","False","0.0","8.9479588414323507E17","null","False","Tue Aug 08 05:42:17 +0000 2017","null","False","[環資訊息]衝擊藻礁生態 環團籲環署主動撤銷觀塘工業區環評 https://t.co/5oQLswmh11","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","","","","","","","","","","https://t.co/X5DVVxFjAI","http://to.twngo.xyz/2vIjaC9","to.twngo.xyz/2vIjaC9","47.0","70.0","","","","","","","","","","","","","","","","","","","0.0","70.0","0.0","null","null","894778198432464901","null","False","0.0","8.947781984324649E17","null","False","Tue Aug 08 04:32:01 +0000 2017","null","False","本週NGO 網路數位資源週報，想介紹與討論的是台灣本地NGO/NPO的電子報電子郵件行銷行為\nhttps://t.co/X5DVVxFjAI","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/guzC12b8e7","http://ift.tt/2woqb9b","ift.tt/2woqb9b","19.0","42.0","","","","","","","","","","","","","","","","","","","0.0","42.0","0.0","null","null","894768815686471680","null","False","0.0","8.9476881568647168E17","null","False","Tue Aug 08 03:54:44 +0000 2017","null","False","[永社]對無人駕駛車的法制應儘早建立 https://t.co/guzC12b8e7","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/A5hGk2cfKf","http://ift.tt/2foaCdC","ift.tt/2foaCdC","15.0","38.0","","","","","","","","","","","","","","","","","","","0.0","38.0","0.0","null","null","894767186157424641","null","False","0.0","8.9476718615742464E17","null","False","Tue Aug 08 03:48:15 +0000 2017","null","False","[永社]辦不了簽結的檢察官？ https://t.co/A5hGk2cfKf","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JUpa3KUxFB","http://ift.tt/2vJj7qp","ift.tt/2vJj7qp","15.0","38.0","","","","","","","","","","","","","","","","","","","0.0","38.0","0.0","null","null","894764692043841536","null","False","0.0","8.9476469204384154E17","null","False","Tue Aug 08 03:38:21 +0000 2017","null","False","[永社]簽結三中 特偵組吃案 https://t.co/JUpa3KUxFB","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Kg7agPuOVe","http://ift.tt/2foO64d","ift.tt/2foO64d","39.0","62.0","","","","","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","894760601091620870","null","False","0.0","8.9476060109162086E17","null","False","Tue Aug 08 03:22:05 +0000 2017","null","False","[環資訊息]【公民科學家】草木蟲魚鳥獸之名隨手紀錄  集眾之力的公民科學正夯 https://t.co/Kg7agPuOVe","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/yLdWhbT1Iq","http://ift.tt/2vJsma3","ift.tt/2vJsma3","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","894749375187918850","null","False","0.0","8.9474937518791885E17","null","False","Tue Aug 08 02:37:29 +0000 2017","null","False","[環資訊息]事關生存！ 科學家：象鼻海豹靠聲音「認得」彼此 https://t.co/yLdWhbT1Iq","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","51.0","57.0","","","","","","","https://t.co/rmgckWyE0H","http://ift.tt/2fo3JZO","ift.tt/2fo3JZO","27.0","50.0","","","","","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","894744814943477760","null","False","0.0","8.9474481494347776E17","null","False","Tue Aug 08 02:19:22 +0000 2017","null","False","[民主書院訊息]北師大副教授因言論“逾越紅線”遭解聘 https://t.co/rmgckWyE0H #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","58.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","46.0","52.0","","","","","","","https://t.co/WNWckKnXM3","http://ift.tt/2hFeQ0Y","ift.tt/2hFeQ0Y","22.0","45.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","894744811852357632","null","False","0.0","8.9474481185235763E17","null","False","Tue Aug 08 02:19:21 +0000 2017","null","False","[民主書院訊息]順德村民被圍困一月後遭強拆 https://t.co/WNWckKnXM3 #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","53.0","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/7xbXeNyIOl","http://ift.tt/2uk702I","ift.tt/2uk702I","32.0","55.0","","","","","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","894744292450746369","null","False","0.0","8.9474429245074637E17","null","False","Tue Aug 08 02:17:17 +0000 2017","null","False","[環資訊息]川普蓋牆免環評 「美墨長城」將影響800種瀕絕物種 https://t.co/7xbXeNyIOl","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","50.0","56.0","","","","","","","https://t.co/Oo21Lvju8y","http://ift.tt/2vdFpPC","ift.tt/2vdFpPC","26.0","49.0","","","","","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","894743481855254528","null","False","0.0","8.9474348185525453E17","null","False","Tue Aug 08 02:14:04 +0000 2017","null","False","[民主書院訊息]主教訪京指教宗愛中國 中梵有望融冰 https://t.co/Oo21Lvju8y #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","57.0","62.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","54.0","60.0","","","","","","","https://t.co/WOwved3vRo","http://ift.tt/2wop1KC","ift.tt/2wop1KC","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","894743479003295744","null","False","0.0","8.9474347900329574E17","null","False","Tue Aug 08 02:14:03 +0000 2017","null","False","[民主書院訊息]中國內鬥》不再集體領導 習近平將權力一把抓 https://t.co/WOwved3vRo #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","61.0","66.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/xm8uCzohAq","http://ift.tt/2wCvjWx","ift.tt/2wCvjWx","33.0","56.0","","","","","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","894740995836977152","null","False","0.0","8.9474099583697715E17","null","False","Tue Aug 08 02:04:11 +0000 2017","null","False","lca 關懷生命協會 just uploaded a video https://t.co/xm8uCzohAq","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/aRjEABQsba","http://ift.tt/2ve2xgQ","ift.tt/2ve2xgQ","16.0","39.0","","","","","","","","","","","","","","","","","","","0.0","39.0","0.0","null","null","894726746657902592","null","False","0.0","8.9472674665790259E17","null","False","Tue Aug 08 01:07:34 +0000 2017","null","False","[親子共學訊息]照顧擔心的空間 https://t.co/aRjEABQsba","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/aaEPhTvtAD","http://ift.tt/2vEQQAC","ift.tt/2vEQQAC","35.0","58.0","","","","","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","894508215521640448","null","False","0.0","8.9450821552164045E17","null","False","Mon Aug 07 10:39:12 +0000 2017","null","False","[同志熱線訊息]20170811【親密】拉子性愛寶典2.0新書發表會 https://t.co/aaEPhTvtAD","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ElU57ahKPA","http://ift.tt/2wlDJlD","ift.tt/2wlDJlD","39.0","62.0","","","","","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","894491667687931904","null","False","0.0","8.944916676879319E17","null","False","Mon Aug 07 09:33:27 +0000 2017","null","False","[老盟訊息]106年度第二階段報名守護天使講師培訓入取名單(08/07更新) https://t.co/ElU57ahKPA","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Ro5jdWnRXo","http://ift.tt/2ugbZNM","ift.tt/2ugbZNM","40.0","63.0","","","","","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","894481359837769728","null","False","0.0","8.9448135983776973E17","null","False","Mon Aug 07 08:52:29 +0000 2017","null","False","[環資訊息]少算都市計畫農業區！ 內政部：蔡政府上台後農地疑似違建不止286處 https://t.co/Ro5jdWnRXo","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/BcNax0Vn3G","http://ift.tt/2hAR1aD","ift.tt/2hAR1aD","31.0","54.0","","","","","","","","","","","","","","","","","","","0.0","54.0","0.0","null","null","894477585165557762","null","False","0.0","8.9447758516555776E17","null","False","Mon Aug 07 08:37:29 +0000 2017","null","False","[綠色和平台灣]好消息！第80個時尚品牌承諾「為時尚去毒」！ https://t.co/BcNax0Vn3G","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/uDeQAwD7f0","http://ift.tt/2vw9w5O","ift.tt/2vw9w5O","29.0","52.0","","","","","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","894445102126465024","null","False","0.0","8.9444510212646502E17","null","False","Mon Aug 07 06:28:24 +0000 2017","null","False","[台權會訊息]《反迫遷手冊》新書分享會（南部講座第2場） https://t.co/uDeQAwD7f0","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Sgfly2x4cQ","http://ift.tt/2uy8jXb","ift.tt/2uy8jXb","34.0","57.0","","","","","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","894431024205225985","null","False","0.0","8.9443102420522598E17","null","False","Mon Aug 07 05:32:28 +0000 2017","null","False","[環資訊息]微型空品感測器觀音工業區試辦有成 四年內全國將設上萬點 https://t.co/Sgfly2x4cQ","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GxJXKbUz5T","http://ift.tt/2uy8di2","ift.tt/2uy8di2","43.0","66.0","","","","","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","894415598800842752","null","False","0.0","8.9441559880084275E17","null","False","Mon Aug 07 04:31:10 +0000 2017","null","False","[蠻野心足訊息]【發言稿】 2017/8/3 《礦業法》部分條文修正草案公聽會發言稿 https://t.co/GxJXKbUz5T","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/jhsGxHsxKi","http://ift.tt/2vd8g58","ift.tt/2vd8g58","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","894389461789929472","null","False","0.0","8.9438946178992947E17","null","False","Mon Aug 07 02:47:19 +0000 2017","null","False","[環資訊息]廢水變肥水 屏東養豬戶催生社區「聞屎達人」 https://t.co/jhsGxHsxKi","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/CQMBAB5Ilr","http://ift.tt/2wyoMvV","ift.tt/2wyoMvV","31.0","54.0","","","","","","","","","","","","","","","","","","","0.0","54.0","0.0","null","null","894388708773941248","null","False","0.0","8.9438870877394125E17","null","False","Mon Aug 07 02:44:19 +0000 2017","null","False","公民監督國會聯盟 just uploaded a video https://t.co/CQMBAB5Ilr","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/qw45C2hdCr","http://ift.tt/2vE4MdR","ift.tt/2vE4MdR","20.0","43.0","","","","","","","","","","","","","","","","","","","0.0","43.0","0.0","null","null","894388186155278336","null","False","0.0","8.9438818615527834E17","null","False","Mon Aug 07 02:42:15 +0000 2017","null","False","[環資訊息]新加坡的水與綠 水的驚嘆號 https://t.co/qw45C2hdCr","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/CgloaVzLfo","http://ift.tt/2ufvB4w","ift.tt/2ufvB4w","21.0","44.0","","","","","","","","","","","","","","","","","","","0.0","44.0","0.0","null","null","894388178915921920","null","False","0.0","8.9438817891592192E17","null","False","Mon Aug 07 02:42:13 +0000 2017","null","False","[環資訊息]新加坡的水與綠 花園中的城市 https://t.co/CgloaVzLfo","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/2hR0WRc1UU","http://ift.tt/2uxs6G9","ift.tt/2uxs6G9","18.0","41.0","","","","","","","","","","","","","","","","","","","0.0","41.0","0.0","null","null","894386290183086082","null","False","0.0","8.9438629018308608E17","null","False","Mon Aug 07 02:34:43 +0000 2017","null","False","[澄社訊息]評中研院社會所調查爭議 https://t.co/2hR0WRc1UU","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Iqu8argRmc","http://ift.tt/2ufuNNa","ift.tt/2ufuNNa","30.0","53.0","","","","","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","894379448589570049","null","False","0.0","8.9437944858957005E17","null","False","Mon Aug 07 02:07:31 +0000 2017","null","False","[環資訊息]公海捕魚如何管？ 聯合國最快2018年啟動談判 https://t.co/Iqu8argRmc","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","52.0","58.0","","","","","","","https://t.co/b3wy2DNZGw","http://ift.tt/2uxkIL2","ift.tt/2uxkIL2","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","64.0","0.0","null","null","894378655337648130","null","False","0.0","8.9437865533764813E17","null","False","Mon Aug 07 02:04:22 +0000 2017","null","False","[民主書院訊息]不只管VPN 中國加強控管黃金時段節目 https://t.co/b3wy2DNZGw #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","59.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","47.0","53.0","","","","","","","https://t.co/7WIMRa8pxP","http://ift.tt/2ugH2gN","ift.tt/2ugH2gN","23.0","46.0","","","","","","","","","","","","","","","","","","","0.0","59.0","0.0","null","null","894378653378916352","null","False","0.0","8.9437865337891635E17","null","False","Mon Aug 07 02:04:22 +0000 2017","null","False","[民主書院訊息]維權被打壓 退伍軍人赴京被阻 https://t.co/7WIMRa8pxP #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","54.0","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","52.0","58.0","","","","","","","https://t.co/lre754hWQW","http://ift.tt/2uycdPO","ift.tt/2uycdPO","28.0","51.0","","","","","","","","","","","","","","","","","","","0.0","64.0","0.0","null","null","894378651248185344","null","False","0.0","8.9437865124818534E17","null","False","Mon Aug 07 02:04:21 +0000 2017","null","False","[民主書院訊息]中國今年上半年化工事故導致135人死亡 https://t.co/lre754hWQW #China #中國人權","ja","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","59.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","56.0","62.0","","","","","","","https://t.co/6vMjguxAxe","http://ift.tt/2ugM50A","ift.tt/2ugM50A","32.0","55.0","","","","","","","","","","","","","","","","","","","0.0","68.0","0.0","null","null","894378647645282304","null","False","0.0","8.943786476452823E17","null","False","Mon Aug 07 02:04:21 +0000 2017","null","False","[民主書院訊息]西藏流亡議員在新德裡展開游說活動 司政即將訪澳 https://t.co/6vMjguxAxe #China #中國人權","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
"","","","中國人權","63.0","68.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/uQQAikfzuM","http://ift.tt/2ueF9gt","ift.tt/2ueF9gt","13.0","36.0","","","","","","","","","","","","","","","","","","","0.0","36.0","0.0","null","null","894363052795187200","null","False","0.0","8.943630527951872E17","null","False","Mon Aug 07 01:02:22 +0000 2017","null","False","[親子共學訊息]我的卡關 https://t.co/uQQAikfzuM","zh","","null","null","null","","","","","","","","","","","","","","","","","",""
