"coordinates","retweeted","source","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__id","entities__media__media_url_https","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/rD8mU2Rm9l","http://ift.tt/2py3xuJ","ift.tt/2py3xuJ","21.0","44.0","","","","","","","","","","","","","","","0.0","44.0","0.0","null","null","857112864678719488","null","False","0.0","8.5711286467871949E17","null","False","Wed Apr 26 06:03:25 +0000 2017","null","False","[司改會訊息]毒品供應之罪：越重越有效？ https://t.co/rD8mU2Rm9l","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5vLTAT23Hu","http://ift.tt/2oKe4yW","ift.tt/2oKe4yW","41.0","64.0","","","","","","","","","","","","","","","0.0","64.0","0.0","null","null","857105814523441153","null","False","0.0","8.5710581452344115E17","null","False","Wed Apr 26 05:35:25 +0000 2017","null","False","[台權會訊息]【新聞稿】難民法圓桌論壇落幕，亞太各國參與者盼台灣早日建立保護機制 https://t.co/5vLTAT23Hu","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5EQ4fvA4mj","http://ift.tt/2q98rKQ","ift.tt/2q98rKQ","22.0","45.0","","","","","","","","","","","","","","","0.0","45.0","0.0","null","null","857096532293812225","null","False","0.0","8.5709653229381222E17","null","False","Wed Apr 26 04:58:32 +0000 2017","null","False","[司改會訊息]緝毒的辛苦，到底改變了什麼？ https://t.co/5EQ4fvA4mj","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/svbktccIwL","http://ift.tt/2pgzQvm","ift.tt/2pgzQvm","33.0","56.0","","","","","","","","","","","","","","","0.0","56.0","0.0","null","null","857092658455597058","null","False","0.0","8.5709265845559706E17","null","False","Wed Apr 26 04:43:08 +0000 2017","null","False","[經民連訊息]【新聞稿】「前瞻條例有違憲疑慮 應暫緩審查」記者會 https://t.co/svbktccIwL","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/fQGkfODEsR","http://ift.tt/2oudk4U","ift.tt/2oudk4U","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","857087376274972672","null","False","0.0","8.5708737627497267E17","null","False","Wed Apr 26 04:22:09 +0000 2017","null","False","民間司法改革基金會 just uploaded a video https://t.co/fQGkfODEsR","ja","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/lF4P8KAudC","http://ift.tt/2qcY3Sp","ift.tt/2qcY3Sp","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","857084348209692673","null","False","0.0","8.5708434820969267E17","null","False","Wed Apr 26 04:10:07 +0000 2017","null","False","[環盟訊息]「世界地球日」前， 總統與環團代表圓桌會談 https://t.co/lF4P8KAudC","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/4kjl5hpToG","http://ift.tt/2q5cJXj","ift.tt/2q5cJXj","35.0","58.0","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","857078894356254721","null","False","0.0","8.5707889435625472E17","null","False","Wed Apr 26 03:48:26 +0000 2017","null","False","[司改會訊息]司法要親民，資料要開放～司法陽光網判決API開放記者會 https://t.co/4kjl5hpToG","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/439DvemGio","http://ift.tt/2oue1Lx","ift.tt/2oue1Lx","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","857060031363207168","null","False","0.0","8.5706003136320717E17","null","False","Wed Apr 26 02:33:29 +0000 2017","null","False","[環資訊息]【你來報報】FSC森林密碼前進校園 守護森林 https://t.co/439DvemGio","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/qd5HanBNlh","http://ift.tt/2oJZ8AW","ift.tt/2oJZ8AW","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","857060029580664832","null","False","0.0","8.5706002958066483E17","null","False","Wed Apr 26 02:33:29 +0000 2017","null","False","[環資訊息]親愛的，我把環境信託基地變好玩了！ https://t.co/qd5HanBNlh","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/kS5AMCKj2A","http://ift.tt/2qcqAY7","ift.tt/2qcqAY7","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","857054725308641281","null","False","0.0","8.5705472530864128E17","null","False","Wed Apr 26 02:12:24 +0000 2017","null","False","[民主書院訊息]廣西白虎頭村強拆升級 村民屋頂淋汽油嚇退200武警 https://t.co/kS5AMCKj2A","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/UYH0W1JL00","http://ift.tt/2pxLViq","ift.tt/2pxLViq","39.0","62.0","","","","","","","","","","","","","","","0.0","62.0","0.0","null","null","857054723261837313","null","False","0.0","8.5705472326183731E17","null","False","Wed Apr 26 02:12:23 +0000 2017","null","False","[民主書院訊息]大陸異議青年溫起鋒向台灣移民署等單位遞交專案長期居留庇護申請 https://t.co/UYH0W1JL00","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/D037jOs9es","http://ift.tt/2qcxuwH","ift.tt/2qcxuwH","35.0","58.0","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","857054721156296705","null","False","0.0","8.570547211562967E17","null","False","Wed Apr 26 02:12:23 +0000 2017","null","False","[民主書院訊息]朝鮮媒體不點名批評中國 習近平與特朗普就半島局勢通話 https://t.co/D037jOs9es","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/3ln7Upjj8W","http://ift.tt/2pxDaVz","ift.tt/2pxDaVz","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","857054718551629824","null","False","0.0","8.5705471855162982E17","null","False","Wed Apr 26 02:12:22 +0000 2017","null","False","[民主書院訊息]印媒建議：中國使館前道路改名「達賴喇嘛路」 https://t.co/3ln7Upjj8W","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""http://justcoz.org"" rel=""nofollow"">justcoz</a>","","","","NGO news from Taiwan","NGOnewsTW","14.0","24.0","770241326172418048","7.7024132617241805E17","https://t.co/BwM3HgBvfq","http://mo.nu/r/NGOnewsTW/4408/4?uid=4Fcq","mo.nu/r/NGOnewsTW/44…","64.0","87.0","","","","","","","","","","","","","","","0.0","112.0","0.0","null","null","856899136683098112","null","False","0.0","8.5689913668309811E17","null","False","Tue Apr 25 15:54:09 +0000 2017","null","False","Join and help @NGOnewsTW spread the word. Donate a tweet a day. https://t.co/BwM3HgBvfq ☞https://t.co/2CohkiBcXo","en","null","null","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","","https://t.co/2CohkiBcXo","http://justcoz.org","justcoz.org","89.0","112.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/O1rpZh6NcW","http://ift.tt/2oGkUEL","ift.tt/2oGkUEL","25.0","48.0","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","856849692092715008","null","False","0.0","8.5684969209271501E17","null","False","Tue Apr 25 12:37:40 +0000 2017","null","False","[台南新芽]議會小旅行：議員助理的一天 活動紀錄 https://t.co/O1rpZh6NcW","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/hxCmHLMhUS","http://ift.tt/2orifUi","ift.tt/2orifUi","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","856818428430225408","null","False","0.0","8.5681842843022541E17","null","False","Tue Apr 25 10:33:26 +0000 2017","null","False","[環資訊息]明年1月1日擴大限塑 超商一年上億咖啡提袋不再免費提供 https://t.co/hxCmHLMhUS","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/4oUNuhU64i","http://ift.tt/2oHysAD","ift.tt/2oHysAD","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","856813455885701120","null","False","0.0","8.5681345588570112E17","null","False","Tue Apr 25 10:13:41 +0000 2017","null","False","[環資訊息]創新高！ 大氣二氧化碳濃度破410 ppm https://t.co/4oUNuhU64i","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/rIx24XtjF4","http://ift.tt/2pdtixq","ift.tt/2pdtixq","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","856812135447449600","null","False","0.0","8.568121354474496E17","null","False","Tue Apr 25 10:08:26 +0000 2017","null","False","[環資訊息]龍崎民眾反有毒廢棄物掩埋場開發 行腳向市府陳情 https://t.co/rIx24XtjF4","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/HZ6StgpOBa","http://ift.tt/2pZIUEw","ift.tt/2pZIUEw","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","856797066751877121","null","False","0.0","8.5679706675187712E17","null","False","Tue Apr 25 09:08:33 +0000 2017","null","False","[環資訊息]老屋重建條例通過三讀 容積放送加碼房屋稅獎勵 https://t.co/HZ6StgpOBa","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/iN5J9gIUBr","http://ift.tt/2pZN9jy","ift.tt/2pZN9jy","26.0","49.0","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","856795504008724480","null","False","0.0","8.5679550400872448E17","null","False","Tue Apr 25 09:02:21 +0000 2017","null","False","[台南新芽]議會小旅行：認識台南議員 / 活動紀錄 https://t.co/iN5J9gIUBr","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/yDmnum4mio","http://ift.tt/2q0F1SY","ift.tt/2q0F1SY","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","856788191776575488","null","False","0.0","8.5678819177657549E17","null","False","Tue Apr 25 08:33:17 +0000 2017","null","False","[白絲帶協會]二次創作合理使用 素材來源勿侵權 https://t.co/yDmnum4mio","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/2aafPtjKxk","http://ift.tt/2oGWbB0","ift.tt/2oGWbB0","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","856785668072230912","null","False","0.0","8.5678566807223091E17","null","False","Tue Apr 25 08:23:16 +0000 2017","null","False","[白絲帶協會]網友見面勿失警覺 個人安全應留意 https://t.co/2aafPtjKxk","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/vNvWTJWP17","http://ift.tt/2pgncOF","ift.tt/2pgncOF","26.0","49.0","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","856784138753454082","null","False","0.0","8.5678413875345408E17","null","False","Tue Apr 25 08:17:11 +0000 2017","null","False","[台南新芽]台南新芽工作報告 2017 March https://t.co/vNvWTJWP17","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/61DqAGglgz","http://ift.tt/2oH1obW","ift.tt/2oH1obW","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","856775679664324608","null","False","0.0","8.5677567966432461E17","null","False","Tue Apr 25 07:43:34 +0000 2017","null","False","[國際勞工協會]長照2.0 系列專題之一》吸菸救長照？ https://t.co/61DqAGglgz","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/mAyR03SBtc","http://ift.tt/2oGLAWF","ift.tt/2oGLAWF","20.0","43.0","","","","","","","","","","","","","","","0.0","43.0","0.0","null","null","856771851988725760","null","False","0.0","8.5677185198872576E17","null","False","Tue Apr 25 07:28:22 +0000 2017","null","False","[司改會訊息]檢察制度改革的熱鬧與門道 https://t.co/mAyR03SBtc","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/zxd1gYtsVd","http://ift.tt/2pcVrEV","ift.tt/2pcVrEV","50.0","73.0","","","","","","","","","","","","","","","0.0","73.0","0.0","null","null","856755302074593280","null","False","0.0","8.5675530207459328E17","null","False","Tue Apr 25 06:22:36 +0000 2017","null","False","台灣世界展望會 World Vision Taiwan just uploaded a video https://t.co/zxd1gYtsVd","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5EQ4fvA4mj","http://ift.tt/2q98rKQ","ift.tt/2q98rKQ","22.0","45.0","","","","","","","","","","","","","","","0.0","45.0","0.0","null","null","856750484694200320","null","False","0.0","8.5675048469420032E17","null","False","Tue Apr 25 06:03:27 +0000 2017","null","False","[司改會訊息]緝毒的辛苦，到底改變了什麼？ https://t.co/5EQ4fvA4mj","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IFrqfRjLXp","http://ift.tt/2pZclXn","ift.tt/2pZclXn","53.0","76.0","","","","","","","","","","","","","","","0.0","76.0","0.0","null","null","856731276254076928","null","False","0.0","8.5673127625407693E17","null","False","Tue Apr 25 04:47:08 +0000 2017","null","False","[永社]Anti-reform protesters a far cry from Sunflowers https://t.co/IFrqfRjLXp","en","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/SJPu1euIdJ","http://ift.tt/2pfKpAL","ift.tt/2pfKpAL","40.0","63.0","","","","","","","","","","","","","","","0.0","63.0","0.0","null","null","856731274228236288","null","False","0.0","8.5673127422823629E17","null","False","Tue Apr 25 04:47:07 +0000 2017","null","False","[永社]Polygraph tests always unscientific https://t.co/SJPu1euIdJ","en","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GZaihrMn7B","http://ift.tt/2oFj9aY","ift.tt/2oFj9aY","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","856729623593406465","null","False","0.0","8.5672962359340646E17","null","False","Tue Apr 25 04:40:34 +0000 2017","null","False","[綠色和平台灣]蘋果供應鏈即將全面綠化 臺灣準備好了嗎？ https://t.co/GZaihrMn7B","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/AGkl3txvyT","http://ift.tt/2opWkg1","ift.tt/2opWkg1","35.0","58.0","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","856712014093221888","null","False","0.0","8.5671201409322189E17","null","False","Tue Apr 25 03:30:35 +0000 2017","null","False","[綠色和平台灣]樂見《電業法》鬆綁　Google 將布局臺灣綠能市場 https://t.co/AGkl3txvyT","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/1xfFYnEOeD","http://ift.tt/2oGt80p","ift.tt/2oGt80p","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","856711144672829443","null","False","0.0","8.5671114467282944E17","null","False","Tue Apr 25 03:27:08 +0000 2017","null","False","民間司法改革基金會 just uploaded a video https://t.co/1xfFYnEOeD","ja","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/kzLTYurGJ8","http://ift.tt/2oZv0UL","ift.tt/2oZv0UL","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","856706372523753472","null","False","0.0","8.5670637252375347E17","null","False","Tue Apr 25 03:08:10 +0000 2017","null","False","[司改會訊息]建立完善配套，才能打造堅實的金字塔訴訟架構記者會 https://t.co/kzLTYurGJ8","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/lDsyb28A5v","http://ift.tt/2oZzx9F","ift.tt/2oZzx9F","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","856704483514093568","null","False","0.0","8.5670448351409357E17","null","False","Tue Apr 25 03:00:40 +0000 2017","null","False","[綠色和平台灣]《電業法》修法後　挑戰才要開始 https://t.co/lDsyb28A5v","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/8lT4iQOb7v","http://ift.tt/2oGr2gY","ift.tt/2oGr2gY","26.0","49.0","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","856701374255575040","null","False","0.0","8.5670137425557504E17","null","False","Tue Apr 25 02:48:19 +0000 2017","null","False","[環資訊息]2017世界地球日 全球科學家串聯示威 https://t.co/8lT4iQOb7v","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/RoD6uOKjip","http://ift.tt/2oq1Qzr","ift.tt/2oq1Qzr","26.0","49.0","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","856701372145831936","null","False","0.0","8.5670137214583194E17","null","False","Tue Apr 25 02:48:18 +0000 2017","null","False","[環資訊息]研究：北極海洋漂著3000億件塑膠垃圾 https://t.co/RoD6uOKjip","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","TechSoup Taiwan 科技濃湯","TechSoupTaiwan","55.0","70.0","98826969","9.8826969E7","https://t.co/KagfLbAMUz","https://goo.gl/6WQiml","goo.gl/6WQiml","30.0","53.0","","","","","","","","","","","","","","","0.0","130.0","0.0","null","null","856697808534896642","null","False","0.0","8.5669780853489664E17","null","False","Tue Apr 25 02:34:08 +0000 2017","null","False","本週二電子報「台灣NGO/NPO 數位發展策略指南徵求意見」https://t.co/KagfLbAMUz\n @TechSoupTaiwan @e_info @Frontiertw @adctnpo @gohfoundation @teiatw @okfntw","zh","null","null","null","","","","","","","","","","","","","",""
"","","","","","","e-info環境資訊中心","e_info","71.0","78.0","23050105","2.3050105E7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","Frontiertw","Frontiertw","79.0","90.0","15014959","1.5014959E7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
