"coordinates","retweeted","source","entities__media__expanded_url","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__id","entities__media__media_url_https","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__display_url","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/8N1SEbhYKz","http://ift.tt/2nZ8VpL","ift.tt/2nZ8VpL","32.0","55.0","0.0","55.0","0.0","null","null","846269248003543041","null","False","0.0","8.4626924800354304E17","null","False","Mon Mar 27 07:54:46 +0000 2017","null","False","民間司法改革基金會 just uploaded a video https://t.co/8N1SEbhYKz","ja","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/Ure7L0ips2","http://ift.tt/2nVVEy4","ift.tt/2nVVEy4","36.0","59.0","0.0","59.0","0.0","null","null","846253044950020096","null","False","0.0","8.462530449500201E17","null","False","Mon Mar 27 06:50:23 +0000 2017","null","False","[環資訊息]環團揭彰化頂番婆「搶建」農地工廠 政院代表不敢承諾拆除   https://t.co/Ure7L0ips2","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/WcisvNx8fJ","http://ift.tt/2n7Pczz","ift.tt/2n7Pczz","34.0","57.0","0.0","57.0","0.0","null","null","846240572855762945","null","False","0.0","8.4624057285576294E17","null","False","Mon Mar 27 06:00:49 +0000 2017","null","False","[環資訊息]礦業法立院急補洞 李世光：政院版草案提出「沒有時間表」 https://t.co/WcisvNx8fJ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/1b9gbklCHR","http://ift.tt/2mGtGGt","ift.tt/2mGtGGt","53.0","76.0","0.0","76.0","0.0","null","null","846229114344361984","null","False","0.0","8.4622911434436198E17","null","False","Mon Mar 27 05:15:17 +0000 2017","null","False","[高教工會訊息]揭露教育部五大謊言！ 阻止兼任教師適用勞基法，就是在為淡江大學大規模解雇兼任教師合法化！ https://t.co/1b9gbklCHR","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/c0BwNlVf1R","http://ift.tt/2nr1FBF","ift.tt/2nr1FBF","23.0","46.0","0.0","46.0","0.0","null","null","846224008160915457","null","False","0.0","8.4622400816091546E17","null","False","Mon Mar 27 04:55:00 +0000 2017","null","False","[司改會訊息]徒刑給的病歷—受刑人之醫療照護 https://t.co/c0BwNlVf1R","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/wrbOtWau2P","http://ift.tt/2n7EtoG","ift.tt/2n7EtoG","25.0","48.0","0.0","48.0","0.0","null","null","846217584970215424","null","False","0.0","8.4621758497021542E17","null","False","Mon Mar 27 04:29:28 +0000 2017","null","False","[司改會訊息]我國的再犯率與監獄矯治效能──初探 https://t.co/wrbOtWau2P","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/40dhU8zjKi","http://ift.tt/2n7DTY2","ift.tt/2n7DTY2","13.0","36.0","0.0","36.0","0.0","null","null","846216521181544448","null","False","0.0","8.4621652118154445E17","null","False","Mon Mar 27 04:25:15 +0000 2017","null","False","[永社]合理懷疑未必合理 https://t.co/40dhU8zjKi","ja","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/uFpV4vRCmy","http://ift.tt/2nVppPC","ift.tt/2nVppPC","24.0","47.0","0.0","47.0","0.0","null","null","846206534011047936","null","False","0.0","8.4620653401104794E17","null","False","Mon Mar 27 03:45:34 +0000 2017","null","False","[環資訊息]大林蒲的兩難選擇 遷村之後污染還在 https://t.co/uFpV4vRCmy","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/lIF5KAowDs","http://ift.tt/2n8ngfL","ift.tt/2n8ngfL","22.0","45.0","0.0","45.0","0.0","null","null","846206532442304512","null","False","0.0","8.4620653244230451E17","null","False","Mon Mar 27 03:45:33 +0000 2017","null","False","[環資訊息]土裡傳出中藥香 台灣農業新契機 https://t.co/lIF5KAowDs","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/emEw9rI1G0","http://ift.tt/2n7hhH9","ift.tt/2n7hhH9","61.0","84.0","0.0","84.0","0.0","null","null","846197210173853698","null","False","0.0","8.461972101738537E17","null","False","Mon Mar 27 03:08:31 +0000 2017","null","False","[婦女新知訊息]【台灣應跨越千年傳統，走向婚姻平權】婚姻平權大平台 針對2017.03.24憲法法庭言詞辯論 會後新聞稿 https://t.co/emEw9rI1G0","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/6EmFTXxEu5","http://ift.tt/2nVmrKJ","ift.tt/2nVmrKJ","28.0","51.0","0.0","51.0","0.0","null","null","846191451193196546","null","False","0.0","8.4619145119319654E17","null","False","Mon Mar 27 02:45:38 +0000 2017","null","False","[環資訊息]海運業用舊科技減碳 打造首批「旋轉帆」油輪 https://t.co/6EmFTXxEu5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/zy5WpnVOM5","http://ift.tt/2n8gQgG","ift.tt/2n8gQgG","17.0","40.0","0.0","40.0","0.0","null","null","846183083208556544","null","False","0.0","8.4618308320855654E17","null","False","Mon Mar 27 02:12:23 +0000 2017","null","False","[澄社訊息]民粹之風吹皺一池春水 https://t.co/zy5WpnVOM5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/fAaJOQ9ah2","http://ift.tt/2nYdkcL","ift.tt/2nYdkcL","31.0","54.0","0.0","54.0","0.0","null","null","846181123457724417","null","False","0.0","8.4618112345772442E17","null","False","Mon Mar 27 02:04:35 +0000 2017","null","False","公民監督國會聯盟 just uploaded a video https://t.co/fAaJOQ9ah2","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/zSCbBhZTVe","http://ift.tt/2n8tZGe","ift.tt/2n8tZGe","36.0","59.0","0.0","59.0","0.0","null","null","846178865005428737","null","False","0.0","8.4617886500542874E17","null","False","Mon Mar 27 01:55:37 +0000 2017","null","False","[環資訊息]台中農地工廠新政七步驟   區域計畫過後五年不搬者：拆！  https://t.co/zSCbBhZTVe","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/oNlQ4Lw5hP","http://ift.tt/2nSWNqd","ift.tt/2nSWNqd","22.0","45.0","0.0","45.0","0.0","null","null","845931892964823044","null","False","0.0","8.4593189296482304E17","null","False","Sun Mar 26 09:34:14 +0000 2017","null","False","[親子共學訊息]媽媽，我可以帶蝌蚪回家嗎？ https://t.co/oNlQ4Lw5hP","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/BqnobZPPCd","http://ift.tt/2nSDjlm","ift.tt/2nSDjlm","27.0","50.0","0.0","50.0","0.0","null","null","845893307314180096","null","False","0.0","8.458933073141801E17","null","False","Sun Mar 26 07:00:55 +0000 2017","null","False","[廢死聯盟訊息]李宏基的故事。《廢話電子報第97期》 https://t.co/BqnobZPPCd","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/x1QMLzWJn5","http://ift.tt/2n4hMlq","ift.tt/2n4hMlq","16.0","39.0","0.0","39.0","0.0","null","null","845880615153156097","null","False","0.0","8.458806151531561E17","null","False","Sun Mar 26 06:10:29 +0000 2017","null","False","[廢死聯盟訊息]閱讀死刑判決書 https://t.co/x1QMLzWJn5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/5Xfxz0NacS","http://ift.tt/2nAMer2","ift.tt/2nAMer2","33.0","56.0","0.0","56.0","0.0","null","null","845878370038661120","null","False","0.0","8.4587837003866112E17","null","False","Sun Mar 26 06:01:33 +0000 2017","null","False","[廢死聯盟訊息]試著看見家暴加害者所受的性別之苦：以李宏基案為例 https://t.co/5Xfxz0NacS","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/8ZGKSyYlDT","http://ift.tt/2nARkU2","ift.tt/2nARkU2","25.0","48.0","0.0","48.0","0.0","null","null","845876794565775360","null","False","0.0","8.4587679456577536E17","null","False","Sun Mar 26 05:55:18 +0000 2017","null","False","[廢死聯盟訊息]短訪李茂生——最高法院也懂尼采？ https://t.co/8ZGKSyYlDT","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/0ZAq4I6mXG","http://ift.tt/2n4z6Xd","ift.tt/2n4z6Xd","18.0","41.0","0.0","41.0","0.0","null","null","845871728790294533","null","False","0.0","8.4587172879029453E17","null","False","Sun Mar 26 05:35:10 +0000 2017","null","False","[廢死聯盟訊息]「惡人」的「真相」 https://t.co/0ZAq4I6mXG","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/0lv8v8FYy3","http://ift.tt/2n4Rlws","ift.tt/2n4Rlws","35.0","58.0","0.0","58.0","0.0","null","null","845680506096287745","null","False","0.0","8.4568050609628774E17","null","False","Sat Mar 25 16:55:19 +0000 2017","null","False","[環資訊息]主婦聯盟30週年  台港韓美同見證：環保「女力」改變世界 https://t.co/0lv8v8FYy3","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/rlK7ZElKf9","http://ift.tt/2mC4jWF","ift.tt/2mC4jWF","24.0","47.0","0.0","47.0","0.0","null","null","845680504150130688","null","False","0.0","8.4568050415013069E17","null","False","Sat Mar 25 16:55:18 +0000 2017","null","False","[環資訊息]鷹過觀音返北境 「鷲」在春天風起時 https://t.co/rlK7ZElKf9","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/IMV9mLeBcC","http://ift.tt/2n4PEzm","ift.tt/2n4PEzm","31.0","54.0","0.0","54.0","0.0","null","null","845680502472368128","null","False","0.0","8.4568050247236813E17","null","False","Sat Mar 25 16:55:18 +0000 2017","null","False","[環資訊息]未來想像的存在感受——悅讀《星海之域：巴薩拉》  https://t.co/IMV9mLeBcC","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/S41rwUzizF","http://ift.tt/2mCggLK","ift.tt/2mCggLK","29.0","52.0","0.0","52.0","0.0","null","null","845680500975063040","null","False","0.0","8.4568050097506304E17","null","False","Sat Mar 25 16:55:18 +0000 2017","null","False","[環資訊息]袋袋「箱」傳減用量 新北市reBAG回收計畫 https://t.co/S41rwUzizF","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/UntZ2QOX9V","http://ift.tt/2n4THeV","ift.tt/2n4THeV","16.0","39.0","0.0","39.0","0.0","null","null","845680498974380032","null","False","0.0","8.4568049897438003E17","null","False","Sat Mar 25 16:55:17 +0000 2017","null","False","[環資訊息]春天，處處鳥語花香 https://t.co/UntZ2QOX9V","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/TpQjiNFtNF","http://ift.tt/2n2iIq6","ift.tt/2n2iIq6","34.0","57.0","0.0","57.0","0.0","null","null","845624985574133761","null","False","0.0","8.4562498557413376E17","null","False","Sat Mar 25 13:14:42 +0000 2017","null","False","[護家盟訊息]同性戀無法改變？心理學教授：如果你想改變 我會陪伴你 https://t.co/TpQjiNFtNF","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/meoDiqaHfM","http://ift.tt/2nHXmDc","ift.tt/2nHXmDc","19.0","42.0","0.0","42.0","0.0","null","null","845466318220529664","null","False","0.0","8.4546631822052966E17","null","False","Sat Mar 25 02:44:12 +0000 2017","null","False","[司改會訊息]以健康為核心的毒品政策 https://t.co/meoDiqaHfM","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/WBbKesQBHi","http://ift.tt/2offDUT","ift.tt/2offDUT","36.0","59.0","0.0","59.0","0.0","null","null","845441522602577921","null","False","0.0","8.4544152260257792E17","null","False","Sat Mar 25 01:05:41 +0000 2017","null","False","[環資訊息]首個森林市集開市  FSC認證貓砂  秀出台灣永續創新智慧 https://t.co/WBbKesQBHi","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/zeoEQuLBHG","http://ift.tt/2nvNVWy","ift.tt/2nvNVWy","57.0","80.0","0.0","80.0","0.0","null","null","845302121570353152","null","False","0.0","8.4530212157035315E17","null","False","Fri Mar 24 15:51:45 +0000 2017","null","False","[看守台灣協會]支持環保署第二版「限制含塑膠微粒之化妝品及個人清潔用品製造、輸入及販賣」草案　反對延長銷售緩衝期 https://t.co/zeoEQuLBHG","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/5hepFm10f8","http://ift.tt/2nvxedT","ift.tt/2nvxedT","36.0","59.0","0.0","59.0","0.0","null","null","845275063062540288","null","False","0.0","8.4527506306254029E17","null","False","Fri Mar 24 14:04:14 +0000 2017","null","False","[勵馨訊息]受暴婦女服務：謝謝妳努力走出來　勵馨將永遠是娘家-886期 https://t.co/5hepFm10f8","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/kOAKowhtNt","http://ift.tt/2nvl8Bu","ift.tt/2nvl8Bu","39.0","62.0","0.0","62.0","0.0","null","null","845262459065843712","null","False","0.0","8.4526245906584371E17","null","False","Fri Mar 24 13:14:09 +0000 2017","null","False","[同志熱線訊息]2017年熟女同志聊天會各月主題，歡迎35歲以上女同志參加~ https://t.co/kOAKowhtNt","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/6ewU4mfLsq","http://ift.tt/2nPpQLr","ift.tt/2nPpQLr","36.0","59.0","0.0","59.0","0.0","null","null","845236145143386112","null","False","0.0","8.4523614514338611E17","null","False","Fri Mar 24 11:29:35 +0000 2017","null","False","[台權會訊息][回應投書]我國的再犯率與監獄矯治效能──初探（鍾宏彬） https://t.co/6ewU4mfLsq","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/2hKdZHVDP1","https://twngo.cf/2K9r9vO","twngo.cf/2K9r9vO","25.0","48.0","0.0","48.0","0.0","null","null","994525500499427328","null","False","0.0","9.9452550049942733E17","null","False","Thu May 10 10:32:11 +0000 2018","null","False","[綠色和平台灣]印尼「最後的雨林」遭棕櫚業者砍伐 https://t.co/2hKdZHVDP1","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/q5Sqe0Bb8b","https://twngo.cf/2KaBCqW","twngo.cf/2KaBCqW","36.0","59.0","0.0","59.0","0.0","null","null","994523290537545728","null","False","0.0","9.9452329053754573E17","null","False","Thu May 10 10:23:24 +0000 2018","null","False","[公民行動資料庫]華潔移工不被續約、迫回國 　工會送機相挺、續爭工作權 https://t.co/q5Sqe0Bb8b","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/7ZSWfwj6mW","https://twngo.cf/2KLhH33","twngo.cf/2KLhH33","35.0","58.0","0.0","58.0","0.0","null","null","994505388505657350","null","False","0.0","9.9450538850565734E17","null","False","Thu May 10 09:12:16 +0000 2018","null","False","[白絲帶協會]【勵志！ 「夾縫男孩」鄭海洋開發服務殘疾人士的APP】 https://t.co/7ZSWfwj6mW","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/gGPM4FRD72","https://twngo.cf/2Ib2Woo","twngo.cf/2Ib2Woo","20.0","43.0","0.0","43.0","0.0","null","null","994490092277391360","null","False","0.0","9.9449009227739136E17","null","False","Thu May 10 08:11:29 +0000 2018","null","False","[永社]TBC與民視授權之爭的前世今生 https://t.co/gGPM4FRD72","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/rK07PcWeTO","https://twngo.cf/2wtuDr6","twngo.cf/2wtuDr6","23.0","46.0","0.0","46.0","0.0","null","null","994481462828261376","null","False","0.0","9.9448146282826138E17","null","False","Thu May 10 07:37:11 +0000 2018","null","False","[綠色和平台灣]走在世界前面  實踐減塑路跑 https://t.co/rK07PcWeTO","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/PHzf4hrClq","https://twngo.cf/2I3MKt6","twngo.cf/2I3MKt6","26.0","49.0","0.0","49.0","0.0","null","null","994476571657424896","null","False","0.0","9.944765716574249E17","null","False","Thu May 10 07:17:45 +0000 2018","null","False","[綠色和平台灣]拭目以待，一個綠色永續的臺北馬拉松 https://t.co/PHzf4hrClq","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/UZaWnsGQ7N","https://twngo.cf/2rzFeen","twngo.cf/2rzFeen","34.0","57.0","0.0","57.0","0.0","null","null","994469113337647104","null","False","0.0","9.944691133376471E17","null","False","Thu May 10 06:48:07 +0000 2018","null","False","[公民行動資料庫]【新聞稿】「醫師職場性別友善調查報告」發佈記者會 https://t.co/UZaWnsGQ7N","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/b1Ehm3fllB","https://twngo.cf/2KCW2tD","twngo.cf/2KCW2tD","22.0","45.0","0.0","45.0","0.0","null","null","994439043768291328","null","False","0.0","9.9443904376829133E17","null","False","Thu May 10 04:48:38 +0000 2018","null","False","[司改會訊息]陳敬鎧案二審判決爭點逐項整理 https://t.co/b1Ehm3fllB","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/9C4gFOZw17","https://twngo.cf/2IrnfkV","twngo.cf/2IrnfkV","20.0","43.0","0.0","43.0","0.0","null","null","994438666545180672","null","False","0.0","9.9443866654518067E17","null","False","Thu May 10 04:47:08 +0000 2018","null","False","[永社]從迴避法理看台大校長遴選之爭議 https://t.co/9C4gFOZw17","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/NHRQiW3PMr","https://twngo.cf/2G2a9Fx","twngo.cf/2G2a9Fx","36.0","59.0","0.0","59.0","0.0","null","null","994436456750960640","null","False","0.0","9.9443645675096064E17","null","False","Thu May 10 04:38:21 +0000 2018","null","False","[永續生態旅遊協會]「2018年大灣草圳周邊生活地景導覽培訓」錄取名單 https://t.co/NHRQiW3PMr","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/UqsNxa2Wre","https://twngo.cf/2KO4giA","twngo.cf/2KO4giA","35.0","58.0","0.0","58.0","0.0","null","null","994427595503620097","null","False","0.0","9.944275955036201E17","null","False","Thu May 10 04:03:08 +0000 2018","null","False","[環資訊息]「將啟動所有法律行動！」 深澳電廠環差過關 新北市府宣戰 https://t.co/UqsNxa2Wre","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/TfMcT6NilQ","https://twngo.cf/2IcA2Ef","twngo.cf/2IcA2Ef","25.0","48.0","0.0","48.0","0.0","null","null","994427220608405504","null","False","0.0","9.944272206084055E17","null","False","Thu May 10 04:01:39 +0000 2018","null","False","[華人民主書院]俄副外長：俄不打算同中國建立聯盟 https://t.co/TfMcT6NilQ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ZBx6Ml8WpT","https://twngo.cf/2FZOTA1","twngo.cf/2FZOTA1","27.0","50.0","0.0","50.0","0.0","null","null","994424580210126848","null","False","0.0","9.9442458021012685E17","null","False","Thu May 10 03:51:10 +0000 2018","null","False","[華人民主書院]淋汽油守護家園 廣西北海再爆強拆衝突 https://t.co/ZBx6Ml8WpT","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ymuD9SoiW9","https://twngo.cf/2jMUUri","twngo.cf/2jMUUri","26.0","49.0","0.0","49.0","0.0","null","null","994424578461126656","null","False","0.0","9.9442457846112666E17","null","False","Thu May 10 03:51:09 +0000 2018","null","False","[華人民主書院]第二次習金會 中國重回朝核談判桌？ https://t.co/ymuD9SoiW9","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/V1ICqaEV0r","https://twngo.cf/2G17XhA","twngo.cf/2G17XhA","28.0","51.0","0.0","51.0","0.0","null","null","994424574489055232","null","False","0.0","9.9442457448905523E17","null","False","Thu May 10 03:51:08 +0000 2018","null","False","[華人民主書院]退役軍人事務部形同虛設 維權被送久敬莊 https://t.co/V1ICqaEV0r","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/lsNvYEOtLn","https://twngo.cf/2jNfWWT","twngo.cf/2jNfWWT","30.0","53.0","0.0","53.0","0.0","null","null","994413815822540802","null","False","0.0","9.944138158225408E17","null","False","Thu May 10 03:08:23 +0000 2018","null","False","[環資訊息]綠盟：環評大會深澳案 經部與台電數據有灌水嫌疑 https://t.co/lsNvYEOtLn","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/5BtjS0vPzd","https://twngo.cf/2IaJQPp","twngo.cf/2IaJQPp","34.0","57.0","0.0","57.0","0.0","null","null","994411246677045248","null","False","0.0","9.9441124667704525E17","null","False","Thu May 10 02:58:11 +0000 2018","null","False","[環資訊息]全國廢核行動平台：核電集團反撲  推動破爛核四復辟公投 https://t.co/5BtjS0vPzd","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/sHUHysOVBY","https://twngo.cf/2KPnKDJ","twngo.cf/2KPnKDJ","31.0","54.0","0.0","54.0","0.0","null","null","994403686653878272","null","False","0.0","9.9440368665387827E17","null","False","Thu May 10 02:28:08 +0000 2018","null","False","[環資訊息]堵塞下水道年耗上億水費！ 英國政府考慮禁用濕紙巾 https://t.co/sHUHysOVBY","zh","null","null","null","","","","","","","","","","","","","",""
