"coordinates","retweeted","source","entities__media__expanded_url","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__id","entities__media__media_url_https","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__display_url","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__display_url"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/UeRvhEKwJg","http://ift.tt/2nloB2U","ift.tt/2nloB2U","62.0","85.0","0.0","85.0","0.0","null","null","847315229713195009","null","False","0.0","8.4731522971319501E17","null","False","Thu Mar 30 05:11:07 +0000 2017","null","False","轉型正義週訊 No.398(斯里蘭卡前國防部長：調查戰爭罪行將阻礙和解/遭國際刑事法庭追緝的蘇丹總統 受到約旦國王的歡迎) https://t.co/UeRvhEKwJg","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/vAextTD5x5","http://ift.tt/2od65xL","ift.tt/2od65xL","65.0","88.0","0.0","88.0","0.0","null","null","847299876824072199","null","False","0.0","8.4729987682407219E17","null","False","Thu Mar 30 04:10:07 +0000 2017","null","False","[高教工會訊息]抗議政府與大學聯手打假球，排除大專兼任教師適用勞基法！ 工會強烈訴求：「不分有無本職，一體適用勞基法」才是出路！ https://t.co/vAextTD5x5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/7VGUX1HyJS","http://ift.tt/2nC2CqM","ift.tt/2nC2CqM","34.0","57.0","0.0","57.0","0.0","null","null","847291698740736001","null","False","0.0","8.47291698740736E17","null","False","Thu Mar 30 03:37:37 +0000 2017","null","False","[司改會訊息]小筆記：「總統府司法改革國是會議」第四分組第三次會議 https://t.co/7VGUX1HyJS","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/le47SZ0zeM","http://ift.tt/2oanjLz","ift.tt/2oanjLz","33.0","56.0","0.0","56.0","0.0","null","null","847287825707835392","null","False","0.0","8.4728782570783539E17","null","False","Thu Mar 30 03:22:14 +0000 2017","null","False","[環資訊息]參與式保障系統：消費者化身查驗員  決定友善農業價值 https://t.co/le47SZ0zeM","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ONlJ8HSRyJ","http://ift.tt/2nNUP9O","ift.tt/2nNUP9O","45.0","68.0","0.0","68.0","0.0","null","null","847286951497449472","null","False","0.0","8.4728695149744947E17","null","False","Thu Mar 30 03:18:45 +0000 2017","null","False","[婦女新知訊息]【聯合聲明】年金改革的性別正義第一步，我們要求國家負擔育嬰假期間全部保費 https://t.co/ONlJ8HSRyJ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/T4vBFHbb8Q","http://ift.tt/2nC31cQ","ift.tt/2nC31cQ","29.0","52.0","0.0","52.0","0.0","null","null","847285317035933697","null","False","0.0","8.472853170359337E17","null","False","Thu Mar 30 03:12:16 +0000 2017","null","False","[環資訊息]狂人新政？  川普為「地球工程」實驗開第一槍 https://t.co/T4vBFHbb8Q","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/NURYMi9sSJ","http://ift.tt/2nkQIiE","ift.tt/2nkQIiE","45.0","68.0","0.0","68.0","0.0","null","null","847284383748808708","null","False","0.0","8.472843837488087E17","null","False","Thu Mar 30 03:08:33 +0000 2017","null","False","[婦女新知訊息]【聯合聲明】年金改革的性別正義第一步，我們要求國家負擔育嬰假期間全部保費 https://t.co/NURYMi9sSJ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/nDVS9Zc0t5","http://ift.tt/2ojbkbY","ift.tt/2ojbkbY","36.0","59.0","0.0","59.0","0.0","null","null","847283139802144768","null","False","0.0","8.4728313980214477E17","null","False","Thu Mar 30 03:03:36 +0000 2017","null","False","[環資訊息]楊娉育：  勿忘柴山湧泉經驗  水環境不是水泥與＄的凝結體 https://t.co/nDVS9Zc0t5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/T8cOM2eniP","http://ift.tt/2oaiTo8","ift.tt/2oaiTo8","38.0","61.0","0.0","61.0","0.0","null","null","847283137931378688","null","False","0.0","8.4728313793137869E17","null","False","Thu Mar 30 03:03:36 +0000 2017","null","False","[環資訊息]提高產肉率換來禽流感、暖化和污染？ 中國工業化養雞的代價正浮現 https://t.co/T8cOM2eniP","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/k5mpCJNWIz","http://ift.tt/2nxr0Z4","ift.tt/2nxr0Z4","22.0","45.0","0.0","45.0","0.0","null","null","847280007726510080","null","False","0.0","8.4728000772651008E17","null","False","Thu Mar 30 02:51:10 +0000 2017","null","False","[蠻野心足訊息]亞泥不是太魯閣族土地的主人 https://t.co/k5mpCJNWIz","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/eTsKBpMhDL","http://ift.tt/2nl6euM","ift.tt/2nl6euM","41.0","64.0","0.0","64.0","0.0","null","null","847269206483550208","null","False","0.0","8.4726920648355021E17","null","False","Thu Mar 30 02:08:14 +0000 2017","null","False","[民主書院訊息]709大抓捕：吳淦案退補女心理治療師勸認罪 709家屬遭加碼監控 https://t.co/eTsKBpMhDL","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/FlIxFgOutj","http://ift.tt/2mReEhi","ift.tt/2mReEhi","33.0","56.0","0.0","56.0","0.0","null","null","847269203757350912","null","False","0.0","8.4726920375735091E17","null","False","Thu Mar 30 02:08:14 +0000 2017","null","False","[民主書院訊息]中國“流動兒童”超過3500萬名 教育機會無保障 https://t.co/FlIxFgOutj","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ccttWo15fa","http://ift.tt/2nkPlAB","ift.tt/2nkPlAB","31.0","54.0","0.0","54.0","0.0","null","null","847269200775176193","null","False","0.0","8.4726920077517619E17","null","False","Thu Mar 30 02:08:13 +0000 2017","null","False","[民主書院訊息]《環時》批日本海關允“台灣國護照”持有人入境 https://t.co/ccttWo15fa","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/hFV2TXDiGz","http://ift.tt/2mR8huv","ift.tt/2mR8huv","32.0","55.0","0.0","55.0","0.0","null","null","847269197507772417","null","False","0.0","8.4726919750777242E17","null","False","Thu Mar 30 02:08:12 +0000 2017","null","False","[民主書院訊息]陳副總統邀正反同婚團體 與會者盼：別盍各言爾志 https://t.co/hFV2TXDiGz","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/hgDmNFzQ2U","http://ift.tt/2nMkIHb","ift.tt/2nMkIHb","27.0","50.0","0.0","50.0","0.0","null","null","847133362691170304","null","False","0.0","8.471333626911703E17","null","False","Wed Mar 29 17:08:27 +0000 2017","null","False","[民主書院訊息]李明哲確遭中國拘留 妻：盼允家屬探視 https://t.co/hgDmNFzQ2U","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ORwn1jkQeB","http://ift.tt/2oyCta3","ift.tt/2oyCta3","32.0","55.0","0.0","55.0","0.0","null","null","847133360405299200","null","False","0.0","8.471333604052992E17","null","False","Wed Mar 29 17:08:26 +0000 2017","null","False","[民主書院訊息]五明佛學院繼遭強拆 西藏流亡議會促中共正視訴求 https://t.co/ORwn1jkQeB","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/ik5SileJwo","http://ift.tt/2nh7U7G","ift.tt/2nh7U7G","34.0","57.0","0.0","57.0","0.0","null","null","847118233916334081","null","False","0.0","8.4711823391633408E17","null","False","Wed Mar 29 16:08:20 +0000 2017","null","False","[同志熱線訊息]2017/04/09 [好家在] 雙性戀出櫃大作戰 https://t.co/ik5SileJwo","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/hHDY6Ot4oo","http://ift.tt/2oaGCFe","ift.tt/2oaGCFe","34.0","57.0","0.0","57.0","0.0","null","null","847081439472635904","null","False","0.0","8.470814394726359E17","null","False","Wed Mar 29 13:42:07 +0000 2017","null","False","[環資訊息]中市區域計畫政策環評作結   農地工廠輔導以群聚地優先 https://t.co/hHDY6Ot4oo","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/igeJRMzKco","http://ift.tt/2o6CRQr","ift.tt/2o6CRQr","35.0","58.0","0.0","58.0","0.0","null","null","847048820617809920","null","False","0.0","8.4704882061780992E17","null","False","Wed Mar 29 11:32:30 +0000 2017","null","False","[環資訊息]農地冒出新的違章工廠拆不掉？ 張景森：把我加入共同舉報人 https://t.co/igeJRMzKco","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/y6bC7CutR9","http://ift.tt/2oxopxs","ift.tt/2oxopxs","28.0","51.0","0.0","51.0","0.0","null","null","847037486576664576","null","False","0.0","8.4703748657666458E17","null","False","Wed Mar 29 10:47:28 +0000 2017","null","False","[環資訊息]保育類動物新增199種 2特有種珊瑚也上榜 https://t.co/y6bC7CutR9","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/112qZocPJI","http://ift.tt/2ng7qPf","ift.tt/2ng7qPf","31.0","54.0","0.0","54.0","0.0","null","null","847023495875825664","null","False","0.0","8.4702349587582566E17","null","False","Wed Mar 29 09:51:53 +0000 2017","null","False","[媒觀訊息]106年度適齡兒童電視節目標章----我要說故事 https://t.co/112qZocPJI","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/wjEURGRMC2","http://ift.tt/2nu4YXb","ift.tt/2nu4YXb","65.0","88.0","0.0","88.0","0.0","null","null","846985346592202752","null","False","0.0","8.4698534659220275E17","null","False","Wed Mar 29 07:20:17 +0000 2017","null","False","[高教工會訊息]抗議政府與大學聯手打假球，排除大專兼任教師適用勞基法！ 工會強烈訴求：「不分有無本職，一體適用勞基法」才是出路！ https://t.co/wjEURGRMC2","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/tJFfii2rEY","http://ift.tt/2nL4Jcl","ift.tt/2nL4Jcl","37.0","60.0","0.0","60.0","0.0","null","null","846984448918872064","null","False","0.0","8.4698444891887206E17","null","False","Wed Mar 29 07:16:43 +0000 2017","null","False","[蠻野心足訊息]【蠻野講堂】清爽無塑生理期！－－布衛生棉×月亮杯教戰守則 https://t.co/tJFfii2rEY","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/IP0hNn1ilH","http://ift.tt/2o9nEOW","ift.tt/2o9nEOW","33.0","56.0","0.0","56.0","0.0","null","null","846967009426460672","null","False","0.0","8.4696700942646067E17","null","False","Wed Mar 29 06:07:25 +0000 2017","null","False","[環資訊息]爭議水庫計畫復活 環團批：前瞻建設根本愛台12項翻版 https://t.co/IP0hNn1ilH","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/HxFFyFk5qW","http://ift.tt/2ntNfPH","ift.tt/2ntNfPH","34.0","57.0","0.0","57.0","0.0","null","null","846965334489927680","null","False","0.0","8.4696533448992768E17","null","False","Wed Mar 29 06:00:46 +0000 2017","null","False","[高教工會訊息]兼任教師納入勞基法，大學校長跟教育部到底在怕什麼？ https://t.co/HxFFyFk5qW","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/nKWYj1bdW5","http://ift.tt/2ntxTL9","ift.tt/2ntxTL9","24.0","47.0","0.0","47.0","0.0","null","null","846953143229386752","null","False","0.0","8.4695314322938675E17","null","False","Wed Mar 29 05:12:19 +0000 2017","null","False","[白絲帶協會]誹謗虛擬身分無罪？ 小心吃上官司 https://t.co/nKWYj1bdW5","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/G4Z094rq6f","http://ift.tt/2of5oAE","ift.tt/2of5oAE","21.0","44.0","0.0","44.0","0.0","null","null","846948840804667392","null","False","0.0","8.4694884080466739E17","null","False","Wed Mar 29 04:55:13 +0000 2017","null","False","[環盟訊息]呼籲前瞻基礎建設應有永續考量 https://t.co/G4Z094rq6f","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/pZtB9PTZE3","http://ift.tt/2o952yE","ift.tt/2o952yE","28.0","51.0","0.0","51.0","0.0","null","null","846944355034284032","null","False","0.0","8.4694435503428403E17","null","False","Wed Mar 29 04:37:24 +0000 2017","null","False","[台權會訊息]性別平等教育尚未成功 高市府請務必努力！ https://t.co/pZtB9PTZE3","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/6yxntqvZ4E","http://ift.tt/2owAlQ5","ift.tt/2owAlQ5","18.0","41.0","0.0","41.0","0.0","null","null","846944113165512704","null","False","0.0","8.469441131655127E17","null","False","Wed Mar 29 04:36:26 +0000 2017","null","False","[綠色和平台灣]在西非尋找永續希望 https://t.co/6yxntqvZ4E","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/i4SJP7wHhV","http://ift.tt/2nhyrTq","ift.tt/2nhyrTq","30.0","53.0","0.0","53.0","0.0","null","null","846933723132104705","null","False","0.0","8.469337231321047E17","null","False","Wed Mar 29 03:55:09 +0000 2017","null","False","法律扶助基金會 just uploaded a video https://t.co/i4SJP7wHhV","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/PDU3iAXhCl","http://ift.tt/2nttc3D","ift.tt/2nttc3D","40.0","63.0","0.0","63.0","0.0","null","null","846933305916317696","null","False","0.0","8.469333059163177E17","null","False","Wed Mar 29 03:53:30 +0000 2017","null","False","[永續生態旅遊協會]2017年「生態旅遊之國際推動思維與跨境合作」 國際研討會 https://t.co/PDU3iAXhCl","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/hi01xddisF","http://ift.tt/2nKoFMB","ift.tt/2nKoFMB","16.0","39.0","0.0","39.0","0.0","null","null","846931539392942081","null","False","0.0","8.4693153939294208E17","null","False","Wed Mar 29 03:46:28 +0000 2017","null","False","[永社]洩密案判決無罪有道理嗎 https://t.co/hi01xddisF","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/icTzkF9it9","http://ift.tt/2oeWza5","ift.tt/2oeWza5","82.0","105.0","0.0","105.0","0.0","null","null","846931289655652352","null","False","0.0","8.4693128965565235E17","null","False","Wed Mar 29 03:45:29 +0000 2017","null","False","台灣世界展望會 World Vision Taiwan: ""呵護每一個需要幫助的生命│2017 台灣世界展望會 X 終止兒童受暴"" and more videos https://t.co/icTzkF9it9","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/brV34YmXgY","http://ift.tt/2ntjDlo","ift.tt/2ntjDlo","37.0","60.0","0.0","60.0","0.0","null","null","846925477088559104","null","False","0.0","8.469254770885591E17","null","False","Wed Mar 29 03:22:23 +0000 2017","null","False","[環資訊息]共創生態、農民與消費者權益  慈心綠保標章邁向「參與式」驗證 https://t.co/brV34YmXgY","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/4c3vAfECpz","http://ift.tt/2nKoJff","ift.tt/2nKoJff","30.0","53.0","0.0","53.0","0.0","null","null","846921672624144384","null","False","0.0","8.4692167262414438E17","null","False","Wed Mar 29 03:07:16 +0000 2017","null","False","[環資訊息]天然氣甲烷排放管不住 美三座電廠低報近120倍 https://t.co/4c3vAfECpz","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/fXDZtQkfct","http://ift.tt/2owb20P","ift.tt/2owb20P","34.0","57.0","0.0","57.0","0.0","null","null","846921669528702977","null","False","0.0","8.4692166952870298E17","null","False","Wed Mar 29 03:07:15 +0000 2017","null","False","[環資訊息]北市草擬宜居永續自治條例  限制燒烤、二行程機車引反彈 https://t.co/fXDZtQkfct","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/9EdtgPslWU","http://ift.tt/2o8UgbK","ift.tt/2o8UgbK","27.0","50.0","0.0","50.0","0.0","null","null","846920057464766464","null","False","0.0","8.4692005746476646E17","null","False","Wed Mar 29 03:00:51 +0000 2017","null","False","聯合勸募 just uploaded a video https://t.co/9EdtgPslWU","ja","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/zXDHGnntNr","http://ift.tt/2o903Oq","ift.tt/2o903Oq","33.0","56.0","0.0","56.0","0.0","null","null","846919144574472194","null","False","0.0","8.4691914457447219E17","null","False","Wed Mar 29 02:57:13 +0000 2017","null","False","[環資訊息]全國文化會議屏東起跑  文史團體：請用在地語言來對話 https://t.co/zXDHGnntNr","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/XH3aWR46gx","http://ift.tt/2o4RGTO","ift.tt/2o4RGTO","28.0","51.0","0.0","51.0","0.0","null","null","846916925833842688","null","False","0.0","8.4691692583384269E17","null","False","Wed Mar 29 02:48:24 +0000 2017","null","False","[同志熱線訊息]20170422【南部】嬡拉蕾-嬡桌遊 https://t.co/XH3aWR46gx","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/aV240LKKig","http://ift.tt/2o8QFKV","ift.tt/2o8QFKV","33.0","56.0","0.0","56.0","0.0","null","null","846916685554745344","null","False","0.0","8.4691668555474534E17","null","False","Wed Mar 29 02:47:27 +0000 2017","null","False","[環資訊息]【追蹤福島核災】張國榮金曲原唱 以「絕世美女」反原發 https://t.co/aV240LKKig","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/JgUDSWbCGJ","http://ift.tt/2o4Ftym","ift.tt/2o4Ftym","61.0","84.0","0.0","84.0","0.0","null","null","846911687852724233","null","False","0.0","8.4691168785272422E17","null","False","Wed Mar 29 02:27:35 +0000 2017","null","False","[環資訊息]【聯合聲明】支持環保署第二版「限制含塑膠微粒之化妝品及個人清潔用品製造、輸入及販賣」草案 反對延長銷售緩衝期 https://t.co/JgUDSWbCGJ","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/O8F8QdeZct","http://ift.tt/2nsWsYj","ift.tt/2nsWsYj","27.0","50.0","0.0","50.0","0.0","null","null","846889990705594368","null","False","0.0","8.4688999070559437E17","null","False","Wed Mar 29 01:01:22 +0000 2017","null","False","[親子共學訊息]【北區聯合講座紀實】工會為什麼重要？ https://t.co/O8F8QdeZct","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/1I9p2LdYQI","http://ift.tt/2ndbmAp","ift.tt/2ndbmAp","17.0","40.0","0.0","40.0","0.0","null","null","846728145113894915","null","False","0.0","8.4672814511389491E17","null","False","Tue Mar 28 14:18:15 +0000 2017","null","False","[荒野訊息]【總會徵才】企劃專員 https://t.co/1I9p2LdYQI","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/NI10hetyqP","http://ift.tt/2nd12IE","ift.tt/2nd12IE","32.0","55.0","0.0","55.0","0.0","null","null","846710573198921728","null","False","0.0","8.4671057319892173E17","null","False","Tue Mar 28 13:08:26 +0000 2017","null","False","[民主書院訊息]造神變造假 《人民日報》盜用他人舊照宣傳習近平 https://t.co/NI10hetyqP","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/TphQDfT9hT","http://ift.tt/2o6PifC","ift.tt/2o6PifC","33.0","56.0","0.0","56.0","0.0","null","null","846710569814110208","null","False","0.0","8.4671056981411021E17","null","False","Tue Mar 28 13:08:25 +0000 2017","null","False","[民主書院訊息]官媒指戴耀廷等人「佔中三醜」 粵撐佔中者周五宣判 https://t.co/TphQDfT9hT","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/pPOFCxJf5F","http://ift.tt/2ncIBDU","ift.tt/2ncIBDU","23.0","46.0","0.0","46.0","0.0","null","null","846688658824548353","null","False","0.0","8.4668865882454835E17","null","False","Tue Mar 28 11:41:21 +0000 2017","null","False","[蠻野心足訊息]驚爆遠企，聽見太魯閣的聲音！ https://t.co/pPOFCxJf5F","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/VsvE33ZkOL","http://ift.tt/2o1AnTE","ift.tt/2o1AnTE","54.0","77.0","0.0","77.0","0.0","null","null","846685992153223168","null","False","0.0","8.4668599215322317E17","null","False","Tue Mar 28 11:30:45 +0000 2017","null","False","台灣同志諮詢熱線 Taiwan Tongzhi Hotline just uploaded a video https://t.co/VsvE33ZkOL","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/IAk7gpsic3","http://ift.tt/2ndQLwI","ift.tt/2ndQLwI","27.0","50.0","0.0","50.0","0.0","null","null","846672273574711296","null","False","0.0","8.466722735747113E17","null","False","Tue Mar 28 10:36:15 +0000 2017","null","False","[親子共學訊息]小孩的「意識」，才是我們工作的對象。 https://t.co/IAk7gpsic3","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/31YxaNyvCv","http://ift.tt/2nqhCX3","ift.tt/2nqhCX3","27.0","50.0","0.0","50.0","0.0","null","null","846666015610224641","null","False","0.0","8.4666601561022464E17","null","False","Tue Mar 28 10:11:23 +0000 2017","null","False","[人約盟訊息]【尋找李明哲】家屬及民間社團聯合記者會 https://t.co/31YxaNyvCv","zh","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/9EfN27E1Ti","http://ift.tt/2o1bPdl","ift.tt/2o1bPdl","22.0","45.0","0.0","45.0","0.0","null","null","846663980978462720","null","False","0.0","8.4666398097846272E17","null","False","Tue Mar 28 10:03:17 +0000 2017","null","False","[平冤訊息]無辜者關懷行動小組開始招募志工 https://t.co/9EfN27E1Ti","zh","null","null","null","","","","","","","","","","","","","",""
