"coordinates","retweeted","source","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors","in_reply_to_screen_name","in_reply_to_user_id_str"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gvwZQjGiUs","http://ift.tt/2pZzN6J","ift.tt/2pZzN6J","26.0","49.0","0.0","49.0","0.0","null","null","865493118866513921","null","False","0.0","8.6549311886651392E17","null","False","Fri May 19 09:03:34 +0000 2017","null","False","[環資訊息]【自然谷之星】青蛇 總被誤會的無毒萌蛇 https://t.co/gvwZQjGiUs","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/GTTHQgAYSq","http://ift.tt/2rl9Sdp","ift.tt/2rl9Sdp","19.0","42.0","0.0","42.0","0.0","null","null","865493114911301632","null","False","0.0","8.6549311491130163E17","null","False","Fri May 19 09:03:33 +0000 2017","null","False","[環資訊息]親子共讀團：聊出一個夢想 https://t.co/GTTHQgAYSq","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/kQVcI3HFPq","http://ift.tt/2qYBCEP","ift.tt/2qYBCEP","52.0","75.0","0.0","75.0","0.0","null","null","865483236138393601","null","False","0.0","8.654832361383936E17","null","False","Fri May 19 08:24:18 +0000 2017","null","False","[金融業總工會]本會召開【誰是金融業慣老闆？】記者會 金融業適用勞基法20年 工會批評資方長期惡意違法 https://t.co/kQVcI3HFPq","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/jO5v5jXGuJ","http://ift.tt/2qZ4BbV","ift.tt/2qZ4BbV","23.0","46.0","0.0","46.0","0.0","null","null","865483216605466624","null","False","0.0","8.6548321660546662E17","null","False","Fri May 19 08:24:13 +0000 2017","null","False","[彰化環盟]彰化縣道燕子死亡 驗出加保扶超標 https://t.co/jO5v5jXGuJ","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/FOtZq0Kefe","http://ift.tt/2ry1eWk","ift.tt/2ry1eWk","21.0","44.0","0.0","44.0","0.0","null","null","865483212755054594","null","False","0.0","8.6548321275505459E17","null","False","Fri May 19 08:24:12 +0000 2017","null","False","[彰化環盟]伸港招潮蟹故鄉 擬築海空步道 https://t.co/FOtZq0Kefe","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/gNm2gVZUkk","http://ift.tt/2qYTzTR","ift.tt/2qYTzTR","31.0","54.0","0.0","54.0","0.0","null","null","865483207155761153","null","False","0.0","8.6548320715576115E17","null","False","Fri May 19 08:24:11 +0000 2017","null","False","[彰化環盟]近白海豚棲地 保護區包夾 中能離岸風機環評將補考 https://t.co/gNm2gVZUkk","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/iS6NkA9E7d","http://ift.tt/2qDih99","ift.tt/2qDih99","32.0","55.0","0.0","55.0","0.0","null","null","865479173481025536","null","False","0.0","8.6547917348102554E17","null","False","Fri May 19 08:08:09 +0000 2017","null","False","[環資訊息]沼氣發電六年內可回本  屏縣邀畜牧業投入綠能發電  https://t.co/iS6NkA9E7d","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/JqDdq2p2if","http://ift.tt/2qy61Zh","ift.tt/2qy61Zh","22.0","45.0","0.0","45.0","0.0","null","null","865478520981422080","null","False","0.0","8.6547852098142208E17","null","False","Fri May 19 08:05:33 +0000 2017","null","False","[司改會訊息]系列座談：咚咚咚，命運來敲門 https://t.co/JqDdq2p2if","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/xorzcuGex0","http://to.twngo.xyz/2rykQZk","to.twngo.xyz/2rykQZk","43.0","66.0","0.0","105.0","0.0","null","null","865459886531821568","null","False","0.0","8.6545988653182157E17","null","False","Fri May 19 06:51:31 +0000 2017","null","False","🔴 地球公民基金會 (CET) is live now: 直播 ~ 台灣社運訊息推播 https://t.co/xorzcuGex0 線上直播中 台灣社運訊息推播 https://t.co/1WCpBjMhzS","zh","null","null","null"
"","","","","","","","","","","","","https://t.co/1WCpBjMhzS","http://ift.tt/2ry0L5z","ift.tt/2ry0L5z","82.0","105.0","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/pnCLXFUl80","http://to.twngo.xyz/2rybLA5","to.twngo.xyz/2rybLA5","46.0","69.0","0.0","108.0","0.0","null","null","865459883486748672","null","False","0.0","8.6545988348674867E17","null","False","Fri May 19 06:51:30 +0000 2017","null","False","🔴 法律扶助基金會 is live now: 法律扶助基金會直播頻道 ~ 台灣社運訊息推播 https://t.co/pnCLXFUl80 線上直播中 台灣社運訊息推播 https://t.co/1WCpBjMhzS","zh","null","null","null"
"","","","","","","","","","","","","https://t.co/1WCpBjMhzS","http://ift.tt/2ry0L5z","ift.tt/2ry0L5z","85.0","108.0","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/TlmRuje6Yu","http://to.twngo.xyz/2qzNVXa","to.twngo.xyz/2qzNVXa","46.0","69.0","0.0","108.0","0.0","null","null","865459880966017024","null","False","0.0","8.6545988096601702E17","null","False","Fri May 19 06:51:29 +0000 2017","null","False","🔴 法律扶助基金會 is live now: 法律扶助基金會直播頻道 ~ 台灣社運訊息推播 https://t.co/TlmRuje6Yu 線上直播中 台灣社運訊息推播 https://t.co/1WCpBjMhzS","zh","null","null","null"
"","","","","","","","","","","","","https://t.co/1WCpBjMhzS","http://ift.tt/2ry0L5z","ift.tt/2ry0L5z","85.0","108.0","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/MTBe1uwLfa","http://to.twngo.xyz/2qzRexL","to.twngo.xyz/2qzRexL","46.0","69.0","0.0","108.0","0.0","null","null","865459878063513600","null","False","0.0","8.654598780635136E17","null","False","Fri May 19 06:51:29 +0000 2017","null","False","🔴 法律扶助基金會 is live now: 法律扶助基金會直播頻道 ~ 台灣社運訊息推播 https://t.co/MTBe1uwLfa 線上直播中 台灣社運訊息推播 https://t.co/1WCpBjMhzS","zh","null","null","null"
"","","","","","","","","","","","","https://t.co/1WCpBjMhzS","http://ift.tt/2ry0L5z","ift.tt/2ry0L5z","85.0","108.0","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/hMQgY5r3L9","http://ift.tt/2rxSgZe","ift.tt/2rxSgZe","36.0","59.0","0.0","59.0","0.0","null","null","865455884964577280","null","False","0.0","8.6545588496457728E17","null","False","Fri May 19 06:35:37 +0000 2017","null","False","[蠻野心足訊息]敬致支持松菸護樹行動與解約拆蛋重建松菸森林的每一位朋友 https://t.co/hMQgY5r3L9","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/sO7pZB2KkF","http://ift.tt/2rxpA2q","ift.tt/2rxpA2q","38.0","61.0","0.0","61.0","0.0","null","null","865429856065998848","null","False","0.0","8.6542985606599885E17","null","False","Fri May 19 04:52:11 +0000 2017","null","False","[高教工會訊息]背棄政見、傾向資本 蔡政府執政週年「高教與勞動政策總體檢」 https://t.co/sO7pZB2KkF","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/K7pQlJILuu","http://ift.tt/2qYeGFX","ift.tt/2qYeGFX","25.0","48.0","0.0","48.0","0.0","null","null","865421082987077632","null","False","0.0","8.6542108298707763E17","null","False","Fri May 19 04:17:19 +0000 2017","null","False","[綠色和平台灣]【520 環境政策總體檢】能源篇 https://t.co/K7pQlJILuu","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/6KUYcUceRA","http://ift.tt/2qCF0Cv","ift.tt/2qCF0Cv","28.0","51.0","0.0","51.0","0.0","null","null","865418883431153669","null","False","0.0","8.6541888343115366E17","null","False","Fri May 19 04:08:35 +0000 2017","null","False","[伴侶盟訊息]「以人為本！」 跨國企業分享擁抱多元經驗 https://t.co/6KUYcUceRA","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/hO6tES3FA1","http://ift.tt/2qzh8BP","ift.tt/2qzh8BP","30.0","53.0","0.0","53.0","0.0","null","null","865407239267287041","null","False","0.0","8.6540723926728704E17","null","False","Fri May 19 03:22:18 +0000 2017","null","False","[環盟訊息][敬邀] 2017核廢講座:正視高階核廢的危機 https://t.co/hO6tES3FA1","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/MnyYf58vAe","http://ift.tt/2pZonzw","ift.tt/2pZonzw","37.0","60.0","0.0","60.0","0.0","null","null","865407210427342848","null","False","0.0","8.6540721042734285E17","null","False","Fri May 19 03:22:12 +0000 2017","null","False","[環資訊息]不經意的贊助，連台大都有份？！簡述「化石燃料」補貼與撤資概念 https://t.co/MnyYf58vAe","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/DDLkrCg5OW","http://ift.tt/2rkgwQZ","ift.tt/2rkgwQZ","34.0","57.0","0.0","57.0","0.0","null","null","865407207201849344","null","False","0.0","8.6540720720184934E17","null","False","Fri May 19 03:22:11 +0000 2017","null","False","[環資訊息]氣候變遷讓整條河消失 瀕危大角羊可無障礙進入合法狩獵區 https://t.co/DDLkrCg5OW","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ffWgcjhaHY","http://ift.tt/2pRmpWd","ift.tt/2pRmpWd","28.0","51.0","0.0","51.0","0.0","null","null","865403523751485442","null","False","0.0","8.6540352375148544E17","null","False","Fri May 19 03:07:33 +0000 2017","null","False","[環資訊息]用「聲物」識生物 以自動錄音聆聽自然谷之聲 https://t.co/ffWgcjhaHY","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/xErA8vNURD","http://ift.tt/2qCQDtc","ift.tt/2qCQDtc","27.0","50.0","0.0","50.0","0.0","null","null","865403520240893954","null","False","0.0","8.6540352024089395E17","null","False","Fri May 19 03:07:32 +0000 2017","null","False","[環資訊息]保育類八色鳥撞教室玻璃 中一中學生伸援手 https://t.co/xErA8vNURD","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/MTkRYsFVHS","http://ift.tt/2pQXqCl","ift.tt/2pQXqCl","30.0","53.0","0.0","53.0","0.0","null","null","865403515576786947","null","False","0.0","8.6540351557678694E17","null","False","Fri May 19 03:07:31 +0000 2017","null","False","[環資訊息]彭博出資500萬美元 開放40城市推廣健康生活 https://t.co/MTkRYsFVHS","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","52.0","58.0","","","","","","","https://t.co/EkfnZOtIqQ","http://ift.tt/2rkpNc5","ift.tt/2rkpNc5","28.0","51.0","0.0","64.0","0.0","null","null","865393162633609216","null","False","0.0","8.6539316263360922E17","null","False","Fri May 19 02:26:22 +0000 2017","null","False","[民主書院訊息]流亡藏人紀念班禪喇嘛被強制失蹤二十二載 https://t.co/EkfnZOtIqQ #China #中國人權","ja","null","null","null"
"","","","中國人權","59.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","48.0","54.0","","","","","","","https://t.co/mwNNAN1T1d","http://ift.tt/2qXPfEi","ift.tt/2qXPfEi","24.0","47.0","0.0","60.0","0.0","null","null","865393160276516865","null","False","0.0","8.6539316027651686E17","null","False","Fri May 19 02:26:22 +0000 2017","null","False","[民主書院訊息]婚姻平權　蔡政府轉彎或觀風向？ https://t.co/mwNNAN1T1d #China #中國人權","zh","null","null","null"
"","","","中國人權","55.0","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Z7lEG9b7CB","http://ift.tt/2pZgnia","ift.tt/2pZgnia","13.0","36.0","0.0","36.0","0.0","null","null","865392377044664320","null","False","0.0","8.6539237704466432E17","null","False","Fri May 19 02:23:15 +0000 2017","null","False","[親子共學訊息]百步女孩 https://t.co/Z7lEG9b7CB","zh","null","null","null"
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","62.0","68.0","","","","","","","https://t.co/JFUgMMxggR","http://ift.tt/2rxjwH2","ift.tt/2rxjwH2","38.0","61.0","0.0","74.0","0.0","null","null","865391887271600128","null","False","0.0","8.6539188727160013E17","null","False","Fri May 19 02:21:18 +0000 2017","null","False","[民主書院訊息]山東維權人士趙未被軟禁賓館 四川訪民陳明燕陪同律師閱卷被捕 https://t.co/JFUgMMxggR #China #中國人權","zh","null","null","null"
"","","","中國人權","69.0","74.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","China","58.0","64.0","","","","","","","https://t.co/1nLEf5T7ZC","http://ift.tt/2qXQFim","ift.tt/2qXQFim","34.0","57.0","0.0","70.0","0.0","null","null","865390613491064832","null","False","0.0","8.6539061349106483E17","null","False","Fri May 19 02:16:15 +0000 2017","null","False","[民主書院訊息]中國山西省出現H7N9流感 陸委會發布黃色旅遊警示 https://t.co/1nLEf5T7ZC #China #中國人權","zh","null","null","null"
"","","","中國人權","65.0","70.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
