"coordinates","retweeted","source","entities__hashtags__text","entities__hashtags__indices__001","entities__hashtags__indices__002","entities__user_mentions__name","entities__user_mentions__screen_name","entities__user_mentions__indices__001","entities__user_mentions__indices__002","entities__user_mentions__id_str","entities__user_mentions__id","entities__urls__url","entities__urls__expanded_url","entities__urls__display_url","entities__urls__indices__001","entities__urls__indices__002","entities__media__expanded_url","entities__media__indices__001","entities__media__indices__002","entities__media__url","entities__media__media_url","entities__media__id_str","entities__media__id","entities__media__media_url_https","entities__media__sizes__|","entities__media__sizes__|__w","entities__media__sizes__|__h","entities__media__sizes__|__resize","entities__media__type","entities__media__display_url","display_text_range__001","display_text_range__002","favorite_count","in_reply_to_status_id_str","geo","id_str","in_reply_to_user_id","truncated","retweet_count","id","in_reply_to_status_id","possibly_sensitive","created_at","place","favorited","full_text","lang","contributors____-","contributors","in_reply_to_screen_name","in_reply_to_user_id_str","extended_entities__media__expanded_url","extended_entities__media__indices__001","extended_entities__media__indices__002","extended_entities__media__url","extended_entities__media__media_url","extended_entities__media__id_str","extended_entities__media__id","extended_entities__media__media_url_https","extended_entities__media__sizes__|","extended_entities__media__sizes__|__w","extended_entities__media__sizes__|__h","extended_entities__media__sizes__|__resize","extended_entities__media__type","extended_entities__media__display_url"
"null","False","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","","","","OK Taiwan","oktaiwanonline","3.0","18.0","1443780630","1.44378063E9","https://t.co/dO9wcvDi9z","https://mydata.org/","mydata.org","48.0","71.0","","","","","","","","","","","","","","","0.0","71.0","0.0","null","null","967051605177647104","null","False","0.0","9.670516051776471E17","null","False","Fri Feb 23 15:00:44 +0000 2018","null","False","RT @oktaiwanonline: 讚，我們也是.@mydataorg 全球網絡的一份子了 https://t.co/dO9wcvDi9z","zh","809491.0","","null","null","","","","","","","","","","","","","",""
"","","","","","","MyData.org","mydataorg","27.0","37.0","4354953563","4.354953563E9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/a3rYTc1Z7e","https://twngo.cf/2EObS1s","twngo.cf/2EObS1s","60.0","83.0","","","","","","","","","","","","","","","0.0","83.0","0.0","null","null","967047812012789760","null","False","0.0","9.6704781201278976E17","null","False","Fri Feb 23 14:45:39 +0000 2018","null","False","[ 臺北市醫師職業工會 on Medium]受僱醫師觀點：看醫療法第82條修法──尋找醫療機構在醫療糾紛中的角色與責任 https://t.co/a3rYTc1Z7e","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Sicia0zOOk","https://twngo.cf/2GG0yoD","twngo.cf/2GG0yoD","45.0","68.0","","","","","","","","","","","","","","","0.0","68.0","0.0","null","null","966992108216311809","null","False","0.0","9.6699210821631181E17","null","False","Fri Feb 23 11:04:19 +0000 2018","null","False","[公民行動資料庫]【新聞稿】技專考招制度未能呼應新課綱之精神與理念 全教總呼籲應儘速調整 https://t.co/Sicia0zOOk","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/WqfLIx36hQ","https://twngo.cf/2sJ30by","twngo.cf/2sJ30by","25.0","48.0","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","966984582649319424","null","False","0.0","9.6698458264931942E17","null","False","Fri Feb 23 10:34:24 +0000 2018","null","False","[公民行動資料庫]就算是「巧遇」 陳亭妃也該自律 https://t.co/WqfLIx36hQ","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/zE4ptIhDYu","https://twngo.cf/2EZHVPb","twngo.cf/2EZHVPb","44.0","67.0","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","966984579675500544","null","False","0.0","9.6698457967550054E17","null","False","Fri Feb 23 10:34:24 +0000 2018","null","False","[公民行動資料庫]【新聞稿】響應台灣地球日百萬綠行動　宜蘭綠博19年來首度推動全程無塑 https://t.co/zE4ptIhDYu","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/O02VcNY7By","https://twngo.cf/2sNRHPx","twngo.cf/2sNRHPx","44.0","67.0","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","966984576701739008","null","False","0.0","9.6698457670173901E17","null","False","Fri Feb 23 10:34:23 +0000 2018","null","False","[公民行動資料庫]【新聞稿】為高雄馬拉松提前應變，為市民呢？－呼籲市府具體回應減煤方案 https://t.co/O02VcNY7By","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Ieoj1SzukM","https://twngo.cf/2F0UHgs","twngo.cf/2F0UHgs","44.0","67.0","","","","","","","","","","","","","","","0.0","67.0","0.0","null","null","966984574931791874","null","False","0.0","9.6698457493179187E17","null","False","Fri Feb 23 10:34:23 +0000 2018","null","False","[公民行動資料庫]【新聞稿】NGO跳加官祈福 討紅包要求中火許可證 實減四成生煤使用量 https://t.co/Ieoj1SzukM","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5EThc75BhM","https://twngo.cf/2GFJzTn","twngo.cf/2GFJzTn","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","966964365902647296","null","False","0.0","9.669643659026473E17","null","False","Fri Feb 23 09:14:04 +0000 2018","null","False","[台南新芽]2018台南市長民黨初選參選人政見整理懶人包 https://t.co/5EThc75BhM","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/5WHcx56BX3","https://twngo.cf/2EQ2Bpz","twngo.cf/2EQ2Bpz","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","966955402272239616","null","False","0.0","9.6695540227223962E17","null","False","Fri Feb 23 08:38:27 +0000 2018","null","False","[司改會訊息]徒法不足以自行──落實轉型正義由促轉會與法院做起 https://t.co/5WHcx56BX3","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/bLSLLJXyJ4","https://twngo.cf/2Cdcu2L","twngo.cf/2Cdcu2L","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","966938719428096000","null","False","0.0","9.66938719428096E17","null","False","Fri Feb 23 07:32:10 +0000 2018","null","False","[環資訊息]從糟糕的校園飲食說起   一群改變世界的紐奧良中小學生 https://t.co/bLSLLJXyJ4","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/cLpYKQdpi2","https://twngo.cf/2EKJnpf","twngo.cf/2EKJnpf","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","966931242749849600","null","False","0.0","9.669312427498496E17","null","False","Fri Feb 23 07:02:27 +0000 2018","null","False","[環資訊息]森林是一座寶藏──自給自足的Wanakaset https://t.co/cLpYKQdpi2","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/qJsnurxx3p","https://twngo.cf/2CEAuYm","twngo.cf/2CEAuYm","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","966931238559744000","null","False","0.0","9.66931238559744E17","null","False","Fri Feb 23 07:02:26 +0000 2018","null","False","[環資訊息]19年來首次  今年宜蘭綠博承諾「全程無塑」 https://t.co/qJsnurxx3p","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/hBdg1uOwzG","https://twngo.cf/2HFX2vy","twngo.cf/2HFX2vy","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","966894441976840192","null","False","0.0","9.6689444197684019E17","null","False","Fri Feb 23 04:36:13 +0000 2018","null","False","法律扶助基金會 just uploaded a video https://t.co/hBdg1uOwzG","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Wn67ez2lmO","https://twngo.cf/2sJFuvm","twngo.cf/2sJFuvm","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","966890929587085312","null","False","0.0","9.6689092958708531E17","null","False","Fri Feb 23 04:22:16 +0000 2018","null","False","[勵馨訊息]勵馨基金會 just uploaded a video https://t.co/Wn67ez2lmO","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Wn67ez2lmO","https://twngo.cf/2sJFuvm","twngo.cf/2sJFuvm","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","966889447479435264","null","False","0.0","9.6688944747943526E17","null","False","Fri Feb 23 04:16:22 +0000 2018","null","False","勵馨基金會 just uploaded a video https://t.co/Wn67ez2lmO","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/IGhgFQGzYC","https://twngo.cf/2on0fYU","twngo.cf/2on0fYU","24.0","47.0","","","","","","","","","","","","","","","0.0","47.0","0.0","null","null","966882129509404675","null","False","0.0","9.6688212950940467E17","null","False","Fri Feb 23 03:47:18 +0000 2018","null","False","[白絲帶協會]【網售標章農產品 逾7成不合格】 https://t.co/IGhgFQGzYC","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/xUHcbQdAhX","https://twngo.cf/2EIJQ7h","twngo.cf/2EIJQ7h","32.0","55.0","","","","","","","","","","","","","","","0.0","55.0","0.0","null","null","966877104015986688","null","False","0.0","9.6687710401598669E17","null","False","Fri Feb 23 03:27:19 +0000 2018","null","False","[環資訊息]德國「低碳交通」指南  多付一歐支持鐵路用再生能源 https://t.co/xUHcbQdAhX","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/skA3pfY5oa","https://twngo.cf/2sN9PZR","twngo.cf/2sN9PZR","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","966870852519256064","null","False","0.0","9.6687085251925606E17","null","False","Fri Feb 23 03:02:29 +0000 2018","null","False","[環資訊息]找出城市裡的循環經濟！ 全球67城市同步響應 https://t.co/skA3pfY5oa","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/CYp9jGJc4V","https://twngo.cf/2BKJqyG","twngo.cf/2BKJqyG","28.0","51.0","","","","","","","","","","","","","","","0.0","51.0","0.0","null","null","966868291645042688","null","False","0.0","9.6686829164504269E17","null","False","Fri Feb 23 02:52:18 +0000 2018","null","False","[環資訊息]潘塔納爾正凋零 農牧業威脅全球最大熱帶濕地 https://t.co/CYp9jGJc4V","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/NjknAfbXio","https://twngo.cf/2sN8emP","twngo.cf/2sN8emP","26.0","49.0","","","","","","","","","","","","","","","0.0","49.0","0.0","null","null","966864758627622912","null","False","0.0","9.6686475862762291E17","null","False","Fri Feb 23 02:38:16 +0000 2018","null","False","[司改會訊息]法官與檢察官個案評鑑制度六週年研討會 https://t.co/NjknAfbXio","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ZOOyOUXigg","https://twngo.cf/2HEKc0z","twngo.cf/2HEKc0z","69.0","92.0","","","","","","","","","","","","","","","0.0","92.0","0.0","null","null","966863742498721794","null","False","0.0","9.6686374249872179E17","null","False","Fri Feb 23 02:34:14 +0000 2018","null","False","[OK Taiwan on Medium]全球 Open Data Day 2018 交流會 (3/03 14:00 @ Taipei) https://t.co/ZOOyOUXigg","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/m5fEcqsFD4","https://twngo.cf/2sMrnVQ","twngo.cf/2sMrnVQ","25.0","48.0","","","","","","","","","","","","","","","0.0","48.0","0.0","null","null","966862980511133697","null","False","0.0","9.668629805111337E17","null","False","Fri Feb 23 02:31:12 +0000 2018","null","False","[華人民主書院]兩會前夕訪民遭禁聲 北京高壓維穩 https://t.co/m5fEcqsFD4","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/R0UEDEoP5Z","https://twngo.cf/2GDWCEN","twngo.cf/2GDWCEN","30.0","53.0","","","","","","","","","","","","","","","0.0","53.0","0.0","null","null","966861467193618432","null","False","0.0","9.6686146719361843E17","null","False","Fri Feb 23 02:25:11 +0000 2018","null","False","[華人民主書院]日內瓦人權民主峰會：中國政府愚弄了國際社會 https://t.co/R0UEDEoP5Z","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/KRF7uyDGpt","https://twngo.cf/2HDC7JJ","twngo.cf/2HDC7JJ","34.0","57.0","","","","","","","","","","","","","","","0.0","57.0","0.0","null","null","966861464962248704","null","False","0.0","9.668614649622487E17","null","False","Fri Feb 23 02:25:11 +0000 2018","null","False","[華人民主書院]工傷致殘20年上訪 陝西蔣亞絨“尋釁滋事”囚4年半 https://t.co/KRF7uyDGpt","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/Q5mpwX2ccI","https://twngo.cf/2GAvOFy","twngo.cf/2GAvOFy","35.0","58.0","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","966860729340055553","null","False","0.0","9.6686072934005555E17","null","False","Fri Feb 23 02:22:15 +0000 2018","null","False","[環資訊息]【工業地出代誌】像工業區的農業區 vs 像住宅區的工業區 https://t.co/Q5mpwX2ccI","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","odd2018","81.0","89.0","OK Taiwan","oktaiwanonline","3.0","18.0","1443780630","1.44378063E9","https://t.co/ll8uDC8jJN","https://okfntw.kktix.cc/events/odd2018","okfntw.kktix.cc/events/odd2018","57.0","80.0","","","","","","","","","","","","","","","0.0","119.0","0.0","null","null","966841192624267264","null","False","0.0","9.6684119262426726E17","null","False","Fri Feb 23 01:04:38 +0000 2018","null","False","RT @oktaiwanonline: 3/03 (Sat) 趕快響應全球 Open Data Day 2018 https://t.co/ll8uDC8jJN #odd2018 #odd18 #opendata #OpenDataDay","zh","809491.0","","null","null","","","","","","","","","","","","","",""
"","","","odd18","90.0","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","opendata","97.0","106.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","OpenDataDay","107.0","119.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/ItcnjcS8YA","https://twngo.cf/2FpbpUw","twngo.cf/2FpbpUw","49.0","72.0","","","","","","","","","","","","","","","0.0","72.0","0.0","null","null","966675323222970368","null","False","0.0","9.6667532322297037E17","null","False","Thu Feb 22 14:05:31 +0000 2018","null","False","[酷兒權益訊息]2018年精Q同儕支持聚會「性少數精神病人培力讀書討論會」二月主題：【關於創傷】 https://t.co/ItcnjcS8YA","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/FLLu72tHy7","https://twngo.cf/2EYPohy","twngo.cf/2EYPohy","56.0","79.0","","","","","","","","","","","","","","","0.0","79.0","0.0","null","null","966645117711994881","null","False","0.0","9.6664511771199488E17","null","False","Thu Feb 22 12:05:30 +0000 2018","null","False","[酷兒權益訊息]【精神疾病患者Small Talk專欄 — 西西 & fat hao的交換日記】第四話 https://t.co/FLLu72tHy7","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/qbnXlUU9Hk","https://twngo.cf/2EXY8UQ","twngo.cf/2EXY8UQ","29.0","52.0","","","","","","","","","","","","","","","0.0","52.0","0.0","null","null","966593253087772672","null","False","0.0","9.6659325308777267E17","null","False","Thu Feb 22 08:39:24 +0000 2018","null","False","[環資訊息]礦業改革 2公頃以上礦業用地需做變更用地審查 https://t.co/qbnXlUU9Hk","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/PyrsmOO7ix","https://twngo.cf/2ooOCQB","twngo.cf/2ooOCQB","43.0","66.0","","","","","","","","","","","","","","","0.0","66.0","0.0","null","null","966586642994814976","null","False","0.0","9.6658664299481498E17","null","False","Thu Feb 22 08:13:08 +0000 2018","null","False","[永社]【會後新聞稿】0221「民間團體再度發起228七十一周年紀念行動」行前記者會 https://t.co/PyrsmOO7ix","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/94DQHFug65","https://twngo.cf/2ohh2MV","twngo.cf/2ohh2MV","31.0","54.0","","","","","","","","","","","","","","","0.0","54.0","0.0","null","null","966571067367153665","null","False","0.0","9.6657106736715366E17","null","False","Thu Feb 22 07:11:15 +0000 2018","null","False","[白絲帶協會]【資策會調查 近八成民眾每天滑手機超過2小時】 https://t.co/94DQHFug65","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/O00fWErQSi","https://twngo.cf/2ohwUPw","twngo.cf/2ohwUPw","42.0","65.0","","","","","","","","","","","","","","","0.0","65.0","0.0","null","null","966565204854280197","null","False","0.0","9.6656520485428019E17","null","False","Thu Feb 22 06:47:57 +0000 2018","null","False","[公民行動資料庫]【聲明】教育部協商無效 亞太學院董事會跳票 年前償還欠薪承諾落空 https://t.co/O00fWErQSi","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/OdBoafgjYe","https://twngo.cf/2oj7ssY","twngo.cf/2oj7ssY","35.0","58.0","","","","","","","","","","","","","","","0.0","58.0","0.0","null","null","966559952935489536","null","False","0.0","9.6655995293548954E17","null","False","Thu Feb 22 06:27:05 +0000 2018","null","False","[公民行動資料庫]【新聞稿】民間團體再度發起228七十一周年紀念行動 https://t.co/OdBoafgjYe","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/izJoPkXjl8","https://twngo.cf/2CAtHPB","twngo.cf/2CAtHPB","19.0","42.0","","","","","","","","","","","","","","","0.0","42.0","0.0","null","null","966543877367914497","null","False","0.0","9.665438773679145E17","null","False","Thu Feb 22 05:23:12 +0000 2018","null","False","[環盟訊息]台灣環境雙週刊第108期 https://t.co/izJoPkXjl8","zh","","null","null","null","","","","","","","","","","","","","",""
"null","False","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","","","","","","","","","","https://t.co/8iZbVwZiqE","https://twngo.cf/2GyC4NN","twngo.cf/2GyC4NN","31.0","54.0","","","","","","","","","","","","","","","0.0","54.0","0.0","null","null","966539605108514817","null","False","1.0","9.6653960510851482E17","null","False","Thu Feb 22 05:06:13 +0000 2018","null","False","[台南新芽]【台南新芽】2017台南大事記（上）：市政、勞動 https://t.co/8iZbVwZiqE","zh","","null","null","null","","","","","","","","","","","","","",""
